,Baso,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,n
1700030C14Rik,0.5553172618591714,19.235222077675292,7.037173627430806,12.875276220855525,0.5454097868014632,10.530192130686936,0.20596525348749384,0.19741540374728328,0.2104758301641587,10
1700041G16Rik,0.5338842908301459,12.192890856610155,9.596611626157069,11.012564863524645,0.5697905617389748,12.711626458510105,0.2472984930730717,0.31999271698601983,0.2027199591025201,10
1700047M11Rik,0.39991220972532404,21.229179290322932,7.353401347825628,16.902645312804804,0.4850102186253815,12.710465267361684,0.2635001437638602,0.2363690094906502,0.16557235401521977,10
1700051A21Rik,0.6308523864214765,15.824588795781326,7.037173627430806,12.991661359690486,0.4412553278896405,12.916189955310813,0.2462356808845367,0.26971896455103567,0.1558228711372861,10
1700056E22Rik,0.5166736158847728,22.785689107324995,7.037173627430806,16.6104723661761,0.4232985035163844,12.913283479053952,0.2128346641718597,0.2587794811660754,0.17263906730585665,10
1700061G19Rik,0.5258208975392684,18.257180667836053,7.037173627430806,9.336318063555531,0.5068602053410284,12.922911564137653,0.18995450530079955,0.2379860462903705,0.1752726258057509,10
1700061H18Rik,0.4534910452042712,12.071820816940955,7.353401347825628,15.163548371538763,0.44394653719663235,14.574032001080438,0.20573783529584858,0.29357464734903754,0.12464449287186398,10
1700099I09Rik,0.6336364745032899,15.792848104936553,7.353401347825628,11.109148362418832,0.6244502990337062,14.589331929146429,0.25480339328467383,0.3164667257738973,0.15265587909545247,10
1700102P08Rik,0.653209916488261,11.838060235151337,7.353401347825628,12.825079705429223,0.5411300984639649,12.949217566967292,0.2676259697229421,0.26953539246791774,0.18805599873853288,10
1700112J16Rik,0.5911860826727056,18.50036006034141,7.353401347825628,16.772767566900516,0.5646600512298952,10.749227293248927,0.22459715024524468,0.2288263850839364,0.15184143405786632,10
1810019N24Rik,0.574978922451033,15.755823621126481,7.353401347825628,11.006661311948829,0.5271506195882718,10.764419330134634,0.25408784074930035,0.27241969216660705,0.14294900657499005,10
1810041L15Rik,0.4566330082743042,12.139048470288843,7.037173627430806,14.309856456690921,0.5067897593686905,13.10622690911778,0.26969439402719275,0.33544175519956654,0.1827680936891731,10
2010005H15Rik,0.5360914795499372,18.37952374183668,7.353401347825628,15.314519196327877,0.46754392346810525,13.126205205179922,0.2275329263209648,0.29858776544584703,0.14962813059577665,10
2010007H06Rik,0.5621074904278822,12.72664477485637,7.037173627430806,11.98809285890462,0.5235427859430458,12.912123565739648,0.16310811670978662,0.22679853862794125,0.1425283168178673,10
2010300C02Rik,0.6254804618500948,12.043773003553937,7.353401347825628,16.586431075398508,0.5473069945683678,12.929322463111495,0.24938695974210248,0.2868967969556797,0.2098850023797039,10
2200002D01Rik,0.44401631700397665,19.036505546175327,9.382898169907742,14.555863121935834,0.47555664653907326,14.549867447211495,0.21351471650369008,0.2660589981608016,0.20957583171144611,10
2210008F06Rik,0.5522920014088224,15.500583391480811,0.0,11.034055447753124,0.631572971653095,12.916189955310813,0.2593238018235433,0.24881820570701518,0.25235221961939946,10
2310007B03Rik,0.6070504623301213,11.523799707084374,7.353401347825628,16.59704520733839,0.46852486097720447,10.752113511062538,0.28576389842472033,0.3322565737660945,0.15712190028126438,10
2310016D03Rik,0.6298397756786155,15.772409993838648,9.596611626157069,15.012848066618306,0.7184031240561525,13.043504596053225,0.22560347502367004,0.24023281599618448,0.19748046016069373,10
2310016D23Rik,0.5728583999986802,19.213775845996157,7.037173627430806,18.1801242277323,0.551327105558889,14.696643824547492,0.1907585303293335,0.27030836636138184,0.16816209171594462,10
2310031A07Rik,0.6396655281637051,11.435443577547822,7.037173627430806,16.74234470562425,0.46456918663219215,10.758185365013087,0.21353771885274436,0.2719181956519633,0.17989051333260175,10
2310034C09Rik,0.5070696998842897,19.083645412701102,9.596611626157069,14.294885021489767,0.5643129991972131,12.896063191194422,0.263401905732329,0.2642740086883226,0.1973005403592823,10
2410006H16Rik,0.5467642038414147,12.394366457687212,9.596611626157069,16.923683467107463,0.5930966705644688,14.634594170383917,0.3082246975516235,0.26740234200768076,0.23145873133821118,10
2410017I17Rik,0.4981594807672712,12.436780688948094,7.037173627430806,11.938657330980039,0.3996110624245099,12.89502467817151,0.2400689697880486,0.23397524328740205,0.21421736657013113,10
2610028E06Rik,0.4740130876456626,12.182288083732878,7.353401347825628,16.59459920798853,0.40934361656479545,14.494646018883245,0.3005295692497381,0.2761544002556715,0.191733808210094,10
2610035D17Rik,0.428787273270913,18.247853522776445,7.037173627430806,11.717578688790534,0.5994767134545874,12.912123565739648,0.2499101868195098,0.2910482028229643,0.16797247858468578,10
2610037D02Rik,0.537332201273941,19.05858756580364,7.353401347825628,16.76271616822924,0.5614870012917559,14.530952686271032,0.2538491292478404,0.2600817146914932,0.21789844902974487,10
2610301B20Rik,0.5579802123956017,21.107122265978436,7.353401347825628,12.83374035925283,0.5824661336119589,14.574032001080438,0.14473873205511759,0.27712654651958263,0.14674045372540218,10
2610307P16Rik,0.5933661212453355,21.262705741891903,9.382898169907742,12.883345464850944,0.45512179807464187,13.090198604593233,0.30705663010859063,0.26721856107575565,0.27328169906883765,10
2610528A11Rik,0.5423294656664179,16.478369388148167,7.353401347825628,15.016211583317583,0.41844763201913027,10.758185365013087,0.17610311870580106,0.2752798699558568,0.08962718358750374,10
2700068H02Rik,0.5618650188787262,15.741399337548792,7.037173627430806,14.21049985894073,0.5730759512932248,14.530952686271034,0.216120683902501,0.3302695601388667,0.18477698880269566,10
2810029C07Rik,0.46881100651908864,15.536363357846195,7.037173627430806,15.418296043070526,0.4267296477899423,14.530952686271032,0.22740293517855165,0.31445581513052,0.19333956433798635,10
2810403D21Rik,0.5363748856592783,18.37347736556151,7.353401347825628,9.549015043045367,0.6020030388698834,14.530952686271032,0.23528240301768508,0.2173809877452721,0.18741847206801787,10
2810408A11Rik,0.5933461641021882,15.625431477287446,7.037173627430806,15.936400937874161,0.5188386831294622,13.119169188128133,0.26036736239158964,0.28568439071652135,0.21609580108821372,10
2900089D17Rik,0.611304651133755,18.262762492743697,7.037173627430806,15.021678336971755,0.5524506389244017,10.749227293248927,0.23023221429280416,0.2828262168265378,0.16093218090197153,10
3110079O15Rik,0.6015787015891226,18.996931580949177,7.353401347825628,16.798279926650793,0.5995091806175311,12.899925529865802,0.23989846065693624,0.27063702113088306,0.21997371388328416,10
3830432H09Rik,0.5606706477304588,19.157788716834162,7.353401347825628,17.968625277615985,0.5188621225229046,10.752113511062538,0.2597728572573801,0.31359155360147417,0.19363279531186808,10
4631405J19Rik,0.6071350728967913,20.325618839924875,7.037173627430806,12.825079705429223,0.5129075835409003,12.714579032431958,0.20749420371038443,0.2772790594295701,0.1776749188579755,10
4831440E17Rik,0.4860038518140882,14.986630330377158,7.037173627430806,9.750678598170312,0.490269133432789,10.752113511062538,0.1784732545591004,0.25267121193058306,0.17521000443815787,10
4930417H01Rik,0.44789414987615433,17.005888429167754,7.037173627430806,9.618898519933527,0.5005794029431511,12.929322463111495,0.2921816723573844,0.2880645585982277,0.2560803553164463,10
4930426D05Rik,0.5352415111898984,15.615396340329461,7.353401347825628,15.02853459039937,0.3579940773076827,12.929322463111495,0.23289718040427024,0.32929736991846514,0.21614542699459544,10
4930431P03Rik,0.5265825367705049,22.837433564616237,7.037173627430806,17.896631462831365,0.49292588891138717,13.0321880787847,0.2088724703626076,0.27060308872842326,0.1740740758004965,10
4930452B06Rik,0.4837485461011392,16.42015540648416,7.037173627430806,15.121726932176312,0.4566097893585492,13.027690965227604,0.23531060621875344,0.33662578486878764,0.17507824880327733,10
4930458D05Rik,0.524701844623213,15.958263146876288,7.037173627430806,14.264533493887793,0.5736808230425613,14.555333975852832,0.21169928799030008,0.2681835785162486,0.1707575405005673,10
4930503B20Rik,0.5663814649799275,18.555533535764297,7.037173627430806,16.730067101178502,0.5838316996583514,10.51655578274395,0.2588987819229138,0.2709999117955819,0.15090541834002116,10
4930517L18Rik,0.5702804408823409,17.221804749640114,7.037173627430806,19.050377693524705,0.5689200312601939,10.749819646238462,0.24456924281443843,0.2730641753487968,0.16719293864504475,10
4930519F16Rik,0.5300549861865487,15.837974033580362,7.037173627430806,15.163548371538763,0.43969309272634755,14.530952686271032,0.2245874807122766,0.2753706468261607,0.23036816856296338,10
4930526F13Rik,0.5078786324732113,19.141595245860024,7.037173627430806,9.696650185698903,0.44380511672931494,12.899925529865802,0.2916438185870884,0.3202934989139487,0.14138287141528094,10
4930563E22Rik,0.5397856478788158,15.428847286836852,7.353401347825628,14.250002517823349,0.5835085922429796,12.929322463111495,0.23453620338460027,0.353731015924492,0.23817734641795424,10
4930565D16Rik,0.58634768476645,16.167903596267454,7.037173627430806,14.448447047876837,0.5657575081014468,12.698724020850003,0.23133173497661666,0.27122889358941155,0.2013015282126373,10
4930588K23Rik,0.5352060783970163,18.321690967961786,7.353401347825628,14.276306921295053,0.525277970820479,14.555333975852832,0.24367273196391828,0.30827862426856556,0.22034524591682803,10
4930589L23Rik,0.3915947309833893,15.735853088802429,7.353401347825628,9.608182807450921,0.4560956165688871,10.752113511062538,0.28833729817086823,0.298872501391373,0.2196420437368001,10
4931423N10Rik,0.452511073752529,16.326210462042518,7.037173627430806,15.185302716453684,0.4484797967753626,12.899925529865802,0.16835950055231363,0.2319542873735862,0.09602220358959182,10
4933405L10Rik,0.48283133965864156,18.26237164691163,9.596611626157069,10.990649636871435,0.5865410548941249,10.752113511062538,0.27732268966913654,0.3395538517557506,0.18313374433290053,10
4933406C10Rik,0.46328958618062277,18.23445636076926,7.353401347825628,14.297751963258982,0.4830198559073935,12.929322463111495,0.18758033144505326,0.24549496224570194,0.2119839169704291,10
4933406P04Rik,0.6756305633383318,15.935911231597785,7.037173627430806,15.454997342060498,0.5739994329974263,13.052769930673207,0.29003199600487056,0.28920745824293453,0.18792768093524767,10
4933427D06Rik,0.6149546472827825,15.504711046391868,7.353401347825628,11.174492897758793,0.5205527030039119,12.929322463111495,0.25255629122679907,0.26787449043139766,0.1842296792496809,10
4933439K11Rik,0.5234609398226867,18.311938668697035,7.353401347825628,10.93347176332895,0.5292337554069311,14.530952686271032,0.291668412677429,0.332740554570713,0.14312935060716842,10
5031425E22Rik,0.4875841991348183,18.06198038792949,7.353401347825628,15.232237995966496,0.6102452792458217,14.712500652207886,0.2545338963103631,0.3075017585395615,0.1621954314230839,10
5430402O13Rik,0.6539623444443834,17.371187251822693,7.037173627430806,16.04969714263424,0.5104534099597405,12.916189955310813,0.20792405123536545,0.27741656249098007,0.14513493925253382,10
5730405O15Rik,0.5508399418075065,18.988343820275723,7.353401347825628,16.425837676072305,0.5018456905868437,10.758185365013087,0.20894678265947855,0.3236010212660389,0.15260369324459527,10
5830416I19Rik,0.5171225776561609,18.373477365561506,7.353401347825628,14.52456902887449,0.37980223302624133,12.913283479053952,0.25929734741770294,0.3410666650953044,0.15607544806532123,10
5830418P13Rik,0.5061153286660247,16.29396248150893,7.037173627430806,15.342516872441074,0.5393627904294483,12.684776591241727,0.26144506825209257,0.31683451567035315,0.23626488916684782,10
6030419C18Rik,0.46570490408929877,19.100427361390985,7.353401347825628,11.090402976448543,0.5935698391652665,12.727919561554666,0.2341402551514707,0.3030110369778163,0.11994224801840374,10
6030498E09Rik,0.4670777406694726,18.15841381656054,7.353401347825628,17.65896030717337,0.554128908310797,14.574032001080438,0.17570513694950246,0.2897731428963017,0.14234854646649817,10
6430531B16Rik,0.4673849068882046,15.802593176631063,7.353401347825628,16.592640769158148,0.5221105702017651,14.555333975852832,0.23724932580157723,0.24923536638197918,0.16986265213095103,10
6430548M08Rik,0.7665647868590876,15.840786161683296,7.353401347825628,15.163821786692592,0.44429332486342665,10.749568474974506,0.25997445808781366,0.29511351950032905,0.24705689112782564,10
8030423F21Rik,0.6124602690417039,15.97262889818712,7.353401347825628,15.11742814680857,0.5763669671077088,14.530952686271034,0.22669530210932765,0.23223849152072779,0.19291374222608093,10
8030451A03Rik,0.47890204564788513,16.38944823057279,7.353401347825628,17.753816912559657,0.5417815346845752,12.701828239235528,0.24037520577636962,0.22250483125377343,0.2642169751568924,10
8030474K03Rik,0.5869584863717022,18.79918290664544,7.353401347825628,18.00440483810245,0.3405163027537411,13.130102702914408,0.3015906761745055,0.23760561446400813,0.23291290986242824,10
9130019P16Rik,0.503543625260853,20.4214338682729,7.353401347825628,10.849274734832628,0.4646294027465088,12.899925529865802,0.24010296639593692,0.3088242121070234,0.1961238269039381,10
9230116N13Rik,0.515529962604074,21.87800448928207,7.353401347825628,15.821339302905617,0.4795215738124354,12.92786989796768,0.21306177845301338,0.23756076741185866,0.2208429184413599,10
9330162012Rik,0.3720963633916509,15.11152946996619,7.353401347825628,14.548254715711844,0.3429327586436941,14.574032001080438,0.23770784599587122,0.34144010900455707,0.20617173970967143,10
9430024E24Rik,0.4589924238663963,16.079600998091873,7.353401347825628,16.74400283715155,0.6386921280016664,10.758185365013087,0.2152681544082869,0.2741402252534784,0.1553811405073346,10
9430065F17Rik,0.45584219518460956,18.958766404379254,7.353401347825628,9.741408415735393,0.48366806889420993,14.555333975852832,0.2527151247277233,0.2543706365523175,0.2210764938840861,10
9430076C15Rik,0.5925252082023891,14.672894828340244,7.353401347825628,12.68177893403432,0.45106031140642416,12.684776591241727,0.2658592294305901,0.2456273330947503,0.18013230648343223,10
9530026F06Rik,0.7039797253480683,15.841240760796701,7.353401347825628,12.843673555256542,0.5884037360687213,13.231713153589475,0.240378655223618,0.2864841253842486,0.15986815743623764,10
9530051G07Rik,0.5381300438683836,16.294918268526867,7.353401347825628,14.12354619718429,0.510735953467282,12.916189955310813,0.17304721209403331,0.27032459794150143,0.1742461761187975,10
9530082P21Rik,0.527883560675732,15.785810996667996,7.353401347825628,16.600200861689647,0.48737998217867634,12.684776591241727,0.23022034762133994,0.24184274070076583,0.21483884324618524,10
9630001P10Rik,0.48489488318535556,21.262705741891903,9.596611626157069,16.433107188332922,0.5096825713271762,14.506268326791668,0.23637300606712255,0.317499690989432,0.20663819393084576,10
9830107B12Rik,0.4223902962349183,18.719380059846735,7.353401347825628,14.245135840554168,0.41662888956587124,12.913283479053952,0.24441072480736378,0.289861702773865,0.18533279756128698,10
9930022D16Rik,0.4200233039690174,18.360527281401783,7.353401347825628,15.249800322694414,0.5738720228249331,13.10622690911778,0.21476528993804733,0.29601686163652907,0.17580753568769447,10
9930111J21Rik2,0.5711212799471352,17.216288010757086,7.353401347825628,14.297544475035213,0.49672760517262454,13.090198604593235,0.23539041994424384,0.29098057819339257,0.20930878594028127,10
A230056P14Rik,0.5142290614387351,18.164439784381777,7.353401347825628,15.152203713753453,0.4759987055100301,12.861115446499904,0.18286077191671454,0.2629509001069891,0.1576139989177943,10
A330008L17Rik,0.5974951450096895,19.114770268876665,7.353401347825628,14.863096282511906,0.6725698598822767,12.883345464850946,0.23044133012764895,0.27922593266296697,0.18118482988449558,10
A330009N23Rik,0.48480815303851565,15.63461320789983,7.353401347825628,11.885712583488322,0.4575884475681632,12.93150669754515,0.20324412550162915,0.3119847977636249,0.17159027125489035,10
A330074K22Rik,0.567392635963524,18.292554168399622,7.353401347825628,15.276433460220803,0.5374344324806843,14.574032001080438,0.2571787674991182,0.2902121268526137,0.24068367297931184,10
A3galt2,0.5528265844251634,12.188194947747295,7.353401347825628,16.426837187598082,0.43310059255414335,10.897958177510922,0.2869670622866005,0.3450245182067615,0.23928066615850244,10
A430078I02Rik,0.47326768078610076,14.50364714583479,7.353401347825628,15.38919099075209,0.42283978527364285,14.678285772752403,0.19628935793241323,0.2579926661115304,0.14522701134062593,10
A430093F15Rik,0.5580846738643193,21.396568422910526,7.037173627430806,12.779805577078172,0.46633618333014465,14.555333975852832,0.19996921667948306,0.22096411741515198,0.2345215550577944,10
A530013C23Rik,0.4277783205713702,17.059041806772335,9.382898169907742,9.626104371910282,0.42705027749711116,13.119169188128133,0.24391855195245887,0.29006736828841106,0.2335332700521195,10
A530064D06Rik,0.5119534393706162,14.911651642930556,7.353401347825628,15.18110830122989,0.374944554063198,14.574032001080438,0.2852455792266659,0.3061828137083256,0.22450434694528829,10
A530072M11Rik,0.5582393962071687,22.112348777803724,7.037173627430806,10.595005631817127,0.599747754763178,14.574032001080438,0.2902593005656456,0.3218635675477508,0.25831931205685565,10
A530076I17Rik,0.47651499745668324,19.21035361777058,7.353401347825628,14.1237562415692,0.3481492539757866,10.743755357064776,0.21177587882335352,0.1943223460710267,0.19380089241076948,10
A530084C06Rik,0.513580222473023,21.4534974155349,7.353401347825628,14.482032143411654,0.459655967158071,12.940634197694946,0.19589585192719608,0.28316478642135356,0.15026976301741465,10
A630033H20Rik,0.6599306941492862,19.157788716834162,9.382898169907742,15.451307198086871,0.59465759117411,14.630152251239508,0.2374877898426238,0.2738419133050584,0.26016746906052224,10
A630035G10Rik,0.5761822593918204,15.670466094593982,7.353401347825628,11.72312424080648,0.3930598870643576,13.06894130138093,0.24605177783135315,0.31942957215008366,0.28673348705920587,10
A630091E08Rik,0.6090639805497216,12.310623649341364,7.037173627430806,14.256742041579633,0.5159569190946488,10.758185365013087,0.3179826744005429,0.21928936067473526,0.21361614223659822,10
A730015C16Rik,0.5815405702589245,18.402860289231917,7.353401347825628,14.85178802671412,0.5954380213971893,14.574032001080438,0.1949146563515644,0.18885000471074512,0.2058785092998743,10
A830005F24Rik,0.5001560899632189,20.29770724986065,7.353401347825628,11.844361305182256,0.5111669785699517,12.940634197694946,0.24623635273530065,0.33464654739248667,0.1781356928925334,10
A930003A15Rik,0.5417346621109752,19.149824041648216,7.353401347825628,11.73259835345466,0.5662527651105697,12.949217566967292,0.2071092914920609,0.32422725520837764,0.18938902043058242,10
A930007I19Rik,0.5675647148984779,17.25628089241775,9.596611626157069,15.454997342060498,0.4991159242459048,14.34255284792665,0.2035487019145831,0.2657236368937965,0.25966497513952835,10
A930024E05Rik,0.687289473479033,14.68070923084424,7.037173627430806,9.751977737748597,0.5964386089100623,14.555333975852832,0.28859669363545665,0.25544037841950396,0.15333050222019765,10
A930029G22Rik,0.5396153582208124,24.303262615779406,7.353401347825628,14.250002517823349,0.33977086811272217,10.758601733619685,0.23112586735702073,0.2840806313247373,0.18497094946162634,10
AA467197,0.5975669713620256,16.204077382852326,7.037173627430806,15.238999515753957,0.5980010281121799,14.672940321977654,0.23685080844781953,0.2633178116635312,0.22446378911965634,10
AA986860,0.6376245013484617,15.595408670190288,7.353401347825628,15.89897950108928,0.5179786879409267,14.555333975852832,0.27439151957700986,0.24323229971818866,0.28242767848973216,10
AB124611,0.44952051013097194,15.68588278029246,7.353401347825628,10.990649636871435,0.4951773576429761,10.538398641961505,0.2754502501728472,0.2660338655281964,0.23752767266541402,10
AF067061,0.5220955601518106,14.790436874099512,9.382898169907742,15.311985394998208,0.5110397186352168,14.506268326791668,0.22903043190915973,0.3121817597696654,0.23212084202944472,10
AI464131,0.550243156258906,19.048527519846765,7.037173627430806,16.148472155252197,0.5079684776349497,10.758185365013087,0.23722259106898352,0.34038898664115397,0.21369266778716128,10
AI593442,0.45069584294531573,18.658576216314735,7.353401347825628,15.170874113712047,0.6523219326065999,10.991721627961075,0.2162848593839094,0.27475916022790287,0.16747219242987188,10
AI607873,0.521822197485968,15.551998291609404,7.353401347825628,14.284068867860874,0.5515850344587093,14.302089695320625,0.22746523866845847,0.3076863582113045,0.21745519718849113,10
AI847159,0.4045606288261753,21.32103364027523,7.353401347825628,14.263965981294547,0.46443804431890784,13.131952964685599,0.34417957327315823,0.268155141742389,0.2332611644773372,10
AW011738,0.5396672458754816,16.48012415057594,9.596611626157069,15.278922066119428,0.3716306453405143,12.912123565739648,0.30636589017323623,0.2868096195469699,0.20803253722313395,10
AW112010,0.5709469007241482,15.681965613977663,7.037173627430806,14.070489482751828,0.46173354234788044,14.485766917243202,0.2503955353007767,0.2699411466889683,0.15183855074076558,10
AY512915,0.582345888005241,19.048527519846765,7.037173627430806,14.259408608990123,0.6251405659510331,10.755037680791613,0.2111466890581126,0.2597256119435442,0.1439696113447691,10
Abca1,0.5845165289034723,18.802238301548794,9.382898169907742,15.377743183964773,0.44334785316181896,12.891966979065838,0.22849622446938644,0.24893473510011901,0.22172833498947378,10
Abca15,0.4992530758458647,15.649320862231813,7.353401347825628,16.61015504397529,0.34539951021681703,12.899925529865802,0.27640199416150607,0.28732489462766714,0.15300890084554694,10
Abca17,0.5606831098337326,17.338495219431643,7.353401347825628,16.562335520463183,0.6171822581693164,14.530952686271034,0.24971422679109956,0.2973336070742535,0.19867141326964124,10
Abcg1,0.6000246955702273,15.143121586439495,7.353401347825628,16.624695817417493,0.6652402908607051,12.92786989796768,0.2336400008501133,0.23464680437490332,0.18814056136225155,10
Abhd6,0.5450929660047965,19.04692485729298,7.353401347825628,14.250002517823349,0.47308552758827566,14.574032001080438,0.2319948594522627,0.26437070990322054,0.17429969689707658,10
Ablim1,0.5348837109641771,16.196936466506187,7.353401347825628,15.012141357181687,0.5935168902043572,14.34822995086237,0.18029771437566952,0.26729625812067453,0.25751071860812413,10
Ablim3,0.6025404951352702,15.824588795781326,7.353401347825628,14.271638231430371,0.4242192219596995,14.654368497905901,0.2664486377786872,0.2738264644777859,0.1906771681757774,10
Abo,0.5354402557487474,14.360812555249648,7.353401347825628,14.218316651385175,0.5215775592709413,14.529874889616897,0.2781017068268051,0.2675054323495441,0.21484342590341354,10
Acadm,0.5382280279632785,15.779873717570972,7.353401347825628,15.358270834168014,0.4323964671917078,12.916189955310813,0.15036008815017196,0.262717652980289,0.15409199938745471,10
Acan,0.6497181541220001,15.736279255837607,7.353401347825628,16.58730427924414,0.4570814720092313,12.918315751203568,0.24436766324224898,0.26198852172281556,0.23364424333036302,10
Ace,0.5225775901332707,14.50364714583479,7.037173627430806,16.848090249067376,0.5440039435653331,12.942293762509943,0.1621026652157212,0.28884181663009667,0.17716870366285822,10
Ackr1,0.5479552343799935,14.809592193996822,7.037173627430806,14.448447047876837,0.443481551612914,14.6060174905838,0.2123573351516102,0.25701415869678207,0.2111668248615105,10
Ackr4,0.573788128070602,18.431152428143243,7.037173627430806,15.18583579764559,0.6313889510128476,12.953238161358016,0.2401933563118345,0.2892839670387003,0.15964569041975363,10
Acod1,0.659579430722122,15.762559723190641,9.382898169907742,15.018042383620735,0.6671246951795162,13.090198604593233,0.2237370265272381,0.2639072024673481,0.13653120885072953,10
Acox2,0.4876197982618574,20.346148133577696,7.037173627430806,9.654336904032903,0.47891532110484164,13.119169188128133,0.20965893131510221,0.2779326500457022,0.17381557467990416,10
Acpp,0.5206277535821174,18.52254414578503,7.037173627430806,15.393709598318935,0.4342814781849201,10.758185365013087,0.24733703722973807,0.27141256743394065,0.1308036150068842,10
Actb,0.45233230805810926,18.229347510925933,7.353401347825628,15.11742814680857,0.5624993436379466,12.953261962805339,0.2359664940547227,0.3192505712187407,0.25138186304489624,10
Actg1,0.48153724281307303,19.25889470997834,7.353401347825628,14.25206694265615,0.8396894315856681,10.90347745343031,0.2468702165683694,0.3153423659194935,0.18980097394940124,10
Actn1,0.6720592827283469,18.506718442690435,7.353401347825628,15.232237995966496,0.5812428706498198,14.637835658677192,0.2136186842956092,0.301817649772082,0.18510304465983438,10
Acvrl1,0.48049018044937203,15.914253125350477,7.037173627430806,17.881993323628173,0.6213849064213215,14.549867447211495,0.2684920246118576,0.24509710910938118,0.1735361216719946,10
Adam11,0.4949869769272246,14.716243516143754,7.353401347825628,15.199759212921624,0.5671041410900096,12.916189955310813,0.18333629533171725,0.2226420177701717,0.21961378226880277,10
Adam12,0.5315898985108274,20.42818208282526,7.353401347825628,15.012141357181687,0.5230315724054442,13.10622690911778,0.2536470668216095,0.3346587122373297,0.26664695938488503,10
Adam19,0.615654479722231,14.72637766922008,7.037173627430806,15.216102148722712,0.5805808722679897,13.06894130138093,0.25485031352657633,0.3162518133954426,0.14885562429459767,10
Adam23,0.5091009448483026,21.389070127805972,7.037173627430806,16.84475532570634,0.5409278532540127,10.749227293248927,0.23437610314722437,0.33122795058701854,0.16585168868825462,10
Adam8,0.5385888082957394,15.818997818336657,7.353401347825628,12.643752255278958,0.5338819570717616,12.684776591241727,0.23509248488683956,0.2971946741260392,0.17827402133680242,10
Adamts4,0.6349068011038532,20.034650868267285,7.353401347825628,15.074741714318701,0.5547126623786476,12.913283479053952,0.21225416837972283,0.2814553217756412,0.204405069795003,10
Adamtsl2,0.4944549200532792,15.520292381503705,7.353401347825628,14.276306921295053,0.46102573640262484,10.764641327049915,0.17104675479353013,0.201438782292838,0.19470262083455747,10
Adcy10,0.49309415378214816,12.651309294411572,7.353401347825628,16.616982342135437,0.5975269762006983,12.929322463111495,0.28800830551159395,0.2183510705064312,0.1895588432143284,10
Adcy5,0.5101803788248008,12.033406629565045,7.037173627430806,15.41183119776003,0.3892896089852609,10.909081023622642,0.17908347090180995,0.2557780263756473,0.20599355928258667,10
Adcyap1r1,0.43891966191135806,16.263008126683207,7.353401347825628,10.901393258929629,0.48126683627224504,12.904963010929942,0.18723911673541507,0.26444496524747607,0.2155836096013212,10
Adgrb1,0.6632063443426882,19.38417369789537,7.353401347825628,16.75959991695081,0.5444562547962208,13.027690965227604,0.18929694815807535,0.260815504827581,0.18473122927210256,10
Adgrb2,0.49148844353922544,20.44523524630955,9.596611626157069,14.271753489800423,0.545898930400768,14.672940321977654,0.22803693536966865,0.31530638439209296,0.1536853954228899,10
Adgre1,0.43090140763822965,11.932856031969639,7.353401347825628,14.332151258595848,0.5641046424914775,10.752113511062538,0.24966459479871211,0.21810117840870208,0.19856800760141716,10
