,Baso,Ccr7_DC,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated
1700029I15Rik,-0.030651339809725824,-2.2253496952750518,4.4506993905501036,0.0,2.542342180992333,-0.35661994627477656,2.52534965920768,-0.04648377832557001,0.25775087191216267,-0.10305254515606925
1700030C14Rik,0.02531706458931556,-2.2253496952750518,-0.09999998557305183,0.0,2.427141861068067,-0.27667128681734987,2.52534965920768,-0.06475278980993521,0.28474777431848336,-0.11076450462387477
1700041G16Rik,-0.012727259890472792,-2.2253496952750518,-0.09999998557305148,0.0,2.300838452704871,-0.12812860775286308,9.50139870175199,-0.11176374967885416,0.3072576700105099,-0.10522168950476662
1700047M11Rik,0.06429319501811084,-2.2253496952750518,2.2253496952750518,0.0,2.6008384190419913,-0.376527086206141,0.33219277197867003,-0.11954088168781349,0.25941710997589135,-0.06342576071746908
1700051A21Rik,0.06519074895116128,-2.2253496952750518,6.676049085825156,0.0,2.2686456302318825,-0.17223187794905304,7.0760490353308345,-0.09761878227170868,0.2546576354953821,-0.09221014217852057
1700056E22Rik,0.010973840846138911,-2.2253496952750518,4.550699376123156,0.0,2.2271418899219637,-0.30297472667938175,2.52534965920768,-0.12463884481676306,0.2019896461518295,6.311550546199696e-05
1700061G19Rik,0.08475447991088927,-2.2253496952750518,2.125349709702,0.0,2.159334712394953,-0.6058199714529721,4.750699354482732,-0.1280588716712089,0.3274346929176685,-0.05380993628034898
1700061H18Rik,0.03606980391952112,-2.2253496952750518,4.4506993905501036,0.0,2.110149406609172,-0.24549631903127905,2.52534965920768,-0.12078760431239773,0.20564704743079182,-0.019183956875601222
1700099I09Rik,0.06870215199575128,-2.2253496952750518,-2.3253496808481033,0.0,2.0593347196084277,-0.35548510966098057,2.616038712516854,-0.061095915528854,0.1985330987184857,-0.04441144817176515
1700102P08Rik,-0.03233124418372292,-2.2253496952750518,4.550699376123154,0.0,2.3856381207581476,-0.3115113153937033,2.6575424528267733,-0.1385197588370289,0.2876248580011851,-0.03813418441978341
1700112J16Rik,0.08018167335223311,-2.2253496952750518,-2.2253496952750518,0.0,2.310149384968749,-0.37667128246636505,2.6253496447807314,-0.04179631403635896,0.2548153638751837,-0.1145225612870951
1810019N24Rik,0.002365134331534152,-2.2253496952750518,2.1253497097019998,0.0,2.35933469075453,-0.32771699199536847,2.5575424672537217,-0.12737133781337756,0.24901070146139204,-0.02339828961133958
1810041L15Rik,0.05759902081851578,-2.2253496952750518,4.3506994049770515,0.0,2.4271418682815407,-0.4874468992892983,4.882892148101824,-0.06422725786043848,0.231280248367797,-0.0700626283039936
2010005H15Rik,0.15128564986944054,-2.2253496952750518,-0.09999998557305148,2.2253496952750518,2.183845954965132,-0.1503678491594354,2.5253496592076803,-0.2696115789624841,0.2856241566523623,-0.025318270124846158
2010007H06Rik,0.07832410336072111,-2.2253496952750518,4.4506993905501036,0.0,2.3008384454913977,-0.31796146075716364,0.29999996393262834,-0.07013415828236932,0.18977515634746783,-0.05131057522556134
2010300C02Rik,0.04763232416488031,-2.2253496952750518,2.125349709702,0.0,2.5330312415149807,-0.34971355955205885,9.201398745032837,-0.1533879556784069,0.302620810465385,-0.07234920588998542
2200002D01Rik,-0.014915045013777972,-2.2253496952750518,-2.3253496808481033,0.0,2.4253496880615755,-0.19135762489642952,2.6575424528267733,-0.13527490607953688,0.28224289781543177,-0.06330840581783503
2210008F06Rik,-0.004105225611386876,-2.2253496952750518,0.0,0.0,2.2838459477516575,-0.13695856058424266,2.6838458900438638,-0.13020865306322849,0.23250302541535722,-0.035069548587537344
2310007B03Rik,0.04005791642442371,-2.2253496952750518,2.2253496952750518,0.0,2.310149384968749,-0.25257047692702267,2.52534965920768,-0.08102815900440885,0.2951107652648048,-0.12368114053293441
2310016D03Rik,-0.12555802781361397,-2.2253496952750518,2.1253497097019998,0.0,2.4915274843736226,-0.10588936601996687,0.29999996393262834,-0.0240040092351231,0.20230413732777489,-0.0692534311306604
2310016D23Rik,0.04251263884408353,-2.2253496952750518,6.776049071398207,0.0,2.5271418610680656,-0.43890421720202194,0.29999996393262834,-0.08202508250068787,0.2445919297766906,-0.06626258848227198
2310031A07Rik,0.07250199855243547,-2.2253496952750518,4.550699376123155,0.0,2.368645623018408,-0.4572772963959709,2.6253496447807314,-0.06133609464229749,0.18729229491067909,-0.06205857684233886
2310034C09Rik,-0.14475029477026233,-2.2253496952750518,2.2253496952750513,0.0,2.3271418754950153,-0.23059864884046727,-1.9253497313424233,-0.07758501842193105,0.1654804153408702,0.02905889898718984
2410006H16Rik,-0.003056128206808703,-2.2253496952750518,-0.09999998557305148,0.0,2.633031224683541,-0.6870000570569298,2.683845890043864,-0.2045993264079004,0.3457812920948951,0.021091604759568856
2410017I17Rik,0.08464393065702484,-2.2253496952750518,2.2253496952750518,0.0,2.491527484373623,-0.21373562619379322,4.782892162528773,-0.05870113631682229,0.2462435228720699,-0.1251208999272696
2610028E06Rik,0.12039313659259446,-2.2253496952750518,-2.3253496808481033,0.0,2.2593346979680047,-0.27342913715990974,2.6253496447807314,-0.19480344108964381,0.26077764427719685,-0.03996232996172257
2610035D17Rik,0.0006389234029126112,-2.2253496952750518,-3.552713678800501e-16,0.0,2.283845940538184,-0.3536099916205756,0.3321927719786693,-0.14701601215966895,0.31688048489707593,-0.04482057389525463
2610037D02Rik,0.07020659198126403,-2.2253496952750518,-2.3253496808481033,0.0,2.3516531324921415,-0.36818238862111907,-2.025349716915475,-0.1285160900144983,0.24340070949609252,-0.04667220621087062
2610301B20Rik,0.010385553682361043,-2.2253496952750518,-0.09999998557305148,0.0,2.25165314691909,-0.37931850566451786,4.9091955853189155,-0.08501074444147665,0.22223941461179444,-0.03573176587161421
2610307P16Rik,-0.07953693119363792,-2.2253496952750518,2.2253496952750513,0.0,2.5008384238509747,-0.22261445014199044,2.52534965920768,-0.14892580561981955,0.16855502471723752,0.04623092478709321
2610528A11Rik,-0.10368202614102266,-2.2253496952750518,4.550699376123155,0.0,2.459334676327582,-0.23237611922873236,9.401398716178939,-0.10861602305236813,0.29793422486085275,-0.05230777997465021
2700068H02Rik,-0.005775998919179942,-2.2253496952750518,0.0,0.0,2.4008384406824144,-0.2873628068672638,2.6838458900438638,-0.1427113244551379,0.24294873391718688,-0.0278042417221172
2810029C07Rik,0.1540552035181197,-2.2253496952750518,-2.3253496808481033,0.0,2.368645630231882,-0.11497318267768816,4.850699340055782,-0.13951772634148596,0.29803517817384717,-0.1304017754346147
2810403D21Rik,-0.17805717999456988,-2.2253496952750518,-0.09999998557305148,0.0,2.3271418827084887,-0.30886409241882473,2.5575424672537213,0.022695542199909945,0.27538183661415777,-0.10016956826388498
2810408A11Rik,0.1408616324631362,-2.2253496952750518,-2.3253496808481033,0.0,2.5271418538545922,-0.15290727059890905,4.850699340055783,-0.1917139955638206,0.2682435050884624,-0.06465048136036454
2900089D17Rik,-0.0382903993793199,-2.2253496952750518,-2.125349709702,0.0,2.2856381375895873,-0.26073185419228534,4.750699354482732,-0.04602821253556898,0.26033955001469256,-0.09267221730630618
3110079O15Rik,0.08092238363363652,-2.2253496952750518,-2.166853450011919,0.0,2.5686456013779853,-0.39180221477376415,2.52534965920768,-0.16680378483136726,0.2509839329839114,-0.029204059853939944
3830432H09Rik,-0.04856412697463995,-2.2253496952750518,4.3506994049770515,0.0,2.5271418634725578,-0.4378147511909994,2.6575424528267733,-0.016049219837920615,0.23216042653354502,-0.08018070080583584
4631405J19Rik,-0.005855649936632701,-2.2253496952750518,4.4506993905501036,0.0,2.2008384527048723,-0.3418789545527668,7.23454526616702,-0.04117346728818027,0.282640195860353,-0.11727302837200804
4831440E17Rik,0.010763601378856402,-2.2253496952750518,2.2253496952750518,0.0,-0.25670402897579764,-0.1369309220468752,0.33219277197866964,-0.1079730809122699,0.2503077212828747,-0.06970745987642427
4930417H01Rik,0.040224379298405874,-2.2253496952750518,2.2253496952750513,0.0,2.4008384310644493,-0.25581262602341487,4.882892148101825,-0.07006127104651604,0.22344346256885067,-0.06871267664163036
4930426D05Rik,-0.044661611356590025,-2.2253496952750518,4.3506994049770515,0.0,2.568645601377985,-0.05272469910444686,0.3999999495056801,-0.08325088828144205,0.2251256157926571,-0.07095250046331014
4930431P03Rik,0.02681705016156306,-2.2253496952750518,4.3506994049770515,0.0,2.168645644658831,-0.30621687410980475,4.750699354482732,-0.021565413049913475,0.2469168022550285,-0.10151860318808217
4930452B06Rik,0.029878928777794155,-2.2253496952750518,2.1253497097019998,0.0,2.616038719730328,-0.04808175589499794,2.4253496736346287,-0.1666817930386879,0.1665472473175663,-0.00484959471830896
4930458D05Rik,0.029949809583411636,-2.2253496952750518,6.676049085825156,0.0,2.5423421713743677,-0.15036785000100747,2.52534965920768,-0.14155784554159384,0.31552066437125476,-0.10123991077419825
4930503B20Rik,0.16660908125155194,-2.2253496952750518,4.509195635813236,0.0,2.144134394875178,0.1409754905740256,-1.9253497313424233,-0.21682095425836762,0.16870307132609355,-0.06302401604121102
4930517L18Rik,0.04395481928199808,-2.2253496952750518,4.3506994049770515,0.0,2.216038770224647,-0.21844245170832055,0.3999999495056798,-0.14074039194902233,0.21684024790260475,-0.029064343370891442
4930519F16Rik,0.117956203911274,-2.2253496952750518,0.0,0.0,2.310149384968749,-0.13438071652998845,0.3999999495056798,-0.12104376562734068,0.29812129994551306,-0.11291246569949032
4930526F13Rik,-0.024727707574057834,-2.2253496952750518,-0.09999998557305148,0.0,2.3686456230184074,-0.2944958555224469,0.3321927719786693,-0.11967955138608985,0.28256337942982235,-0.04318833039797494
4930563E22Rik,0.0670093877283354,-2.2253496952750518,2.125349709702,0.0,2.2686456374453567,-0.32786118747699533,4.850699340055783,-0.0816181780926823,0.3202753130336594,-0.13398593598872494
4930565D16Rik,-0.006109045810981905,-2.2253496952750518,-0.09999998557305148,0.0,2.144134394875178,-0.2333753472919851,2.52534965920768,-0.10495440742861169,0.2228844724955973,-0.019382075136160175
4930588K23Rik,-0.00037475589906756367,-2.2253496952750518,4.609195621386287,0.0,2.310149384968749,-0.38346754086174983,0.23219278640561783,-0.1376881184409993,0.3079050196677602,-0.07526734730233338
4930589L23Rik,0.02181966645265441,-2.2253496952750518,0.0,0.0,2.2856381375895873,-0.1702408309773194,2.52534965920768,-0.08452744502441026,0.26323519767744336,-0.09297504581926369
4931423N10Rik,-0.01750596651041204,-2.2253496952750518,2.2253496952750518,0.0,2.600838411828518,-0.1940742290418495,4.850699340055783,-0.06918716417266453,0.236952976041595,-0.08698102759321502
4933405L10Rik,0.10031566076320075,-2.2253496952750518,-2.3253496808481033,0.0,2.3686456302318817,-0.6203424255746661,4.782892162528773,-0.1637905128151954,0.24990125677421457,-0.009113269821679777
4933406C10Rik,0.07677897091937408,-2.2253496952750518,-3.552713678800501e-16,0.0,2.3271418851129804,-0.293336273724986,4.850699340055783,-0.16530031637312875,0.2769440321112039,-0.053611263942743924
4933406P04Rik,0.12292367938710654,-2.2253496952750518,4.3506994049770515,0.0,2.4686456085914594,-0.324406638233801,0.29999996393262834,-0.1418717517725483,0.23104976668094485,-0.04278805061059257
4933427D06Rik,0.010391716750166419,-2.2253496952750518,2.125349709702,0.0,2.2686456302318825,-0.18483266531920836,2.52534965920768,-0.09475751368490115,0.23366796439491333,-0.05325986160954884
4933439K11Rik,-0.02572159415035753,-2.2253496952750518,2.2253496952750513,0.0,2.4271418682815407,-0.34832909863383155,0.45849619476881215,-0.07477347802471401,0.23962153489475857,-0.047291836147505185
5031425E22Rik,-0.08039043145562184,-2.2253496952750518,2.125349709702,0.0,2.310149384968749,-0.018175043036987505,4.850699340055783,-0.07171889549591998,0.1707531165581994,-0.02989697700507212
5430402O13Rik,0.0030194187013612567,-2.2253496952750518,6.834545316661339,0.0,2.517830914377241,-0.15885673937504424,2.5575424672537213,-0.1009635038126259,0.2270161742462665,-0.06475540637860717
5730405O15Rik,0.09957160518852803,-2.2253496952750518,2.2253496952750513,0.0,2.633031224683541,-0.18881276714477302,2.4253496736346287,-0.21717037337444306,0.22169305346260826,-0.01396955911507849
5830416I19Rik,-0.014003598514178883,-2.2253496952750518,0.0,0.0,2.333031263155404,-0.2926936468662925,0.33219277197866964,-0.18558416102266231,0.2788977175293392,0.0057482582343425705
5830418P13Rik,0.04311759159731032,-2.2253496952750518,2.2253496952750518,0.0,2.5745349794204087,-0.3147057615201735,4.882892148101824,-0.15288535663535208,0.23891737648786346,-0.058132436142507626
6030419C18Rik,0.03341445383969329,-2.2253496952750518,-2.3253496808481033,0.0,2.3593346835410562,-0.1564904805248783,2.6575424528267733,-0.1547758953547645,0.26201259527321785,-0.040271700083656506
6030498E09Rik,-0.019524462434321828,-2.2253496952750518,4.3506994049770515,0.0,2.268645637445356,-0.22412513878410678,2.5575424672537213,-0.055938066388561955,0.2697657577295191,-0.09891337108107993
6430531B16Rik,0.16520978361877353,-2.2253496952750518,8.801398795527154,0.0,2.534823412116981,-0.12469456243193924,0.3999999495056801,-0.145856015350897,0.22341443436137354,-0.09719138023895067
6430548M08Rik,0.025093447141724557,-2.2253496952750518,-0.09999998557305148,0.0,2.35933469075453,-0.16736034938381633,2.557542467253721,-0.07457031607700974,0.28543000274117136,-0.11860463518101985
8030423F21Rik,-0.09396203375650389,-2.2253496952750518,4.609195621386288,0.0,2.4423421858013152,-0.22141718533782825,2.557542467253721,-0.12400552631350888,0.29333978745649436,-0.06492829708695555
8030451A03Rik,0.056153378571939486,-2.2253496952750518,4.4506993905501036,0.0,2.4516531180651935,-0.22447484757056008,4.882892148101824,-0.12034817267278879,0.28799281919049147,-0.09659891041504301
8030474K03Rik,0.032417916035233876,-2.2253496952750518,2.125349709702,0.0,2.0686456590857794,-0.3147534616218806,2.816038683662957,-0.1098444645812218,0.285310025186691,-0.0858305314657726
9130019P16Rik,0.03550397656972301,-2.2253496952750518,2.3253496808481033,0.0,2.410149370541801,-0.2965784203768118,7.076049035330835,-0.09394198386077621,0.235052342545905,-0.06926526754063139
9230116N13Rik,0.20044991326905848,-2.2253496952750518,-2.3253496808481033,0.0,2.291527506014046,-0.20816137183798156,4.882892148101825,-0.15316638990243575,0.23243838540613218,-0.0769317914406758
9330162012Rik,0.02444933093069867,-2.2253496952750518,-0.09999998557305148,0.0,2.2593347051814785,-0.2513732111209891,7.208241828949928,-0.04541613345919522,0.2575049292777883,-0.11776509495047616
9430024E24Rik,0.004840425898769351,-2.2253496952750518,-0.09999998557305183,0.0,2.35933469075453,-0.16438444386327622,-1.9253497313424233,-0.10384344058709302,0.2189294108679915,-0.0363530052546372
9430065F17Rik,-0.08874132185612274,-2.2253496952750518,0.0,0.0,2.2441343876617035,-0.19567840185591623,2.6253496447807314,-0.0726078124065199,0.24157222248552804,-0.04268586935685601
9430076C15Rik,-0.21274146052109888,-2.2253496952750518,4.609195621386287,0.0,0.0017921946469115825,-0.406216872306436,4.782892162528773,0.0809632096161089,0.1509971814575057,-0.06441450761718245
9530026F06Rik,0.10109849233056042,-2.2253496952750518,8.801398795527154,0.0,2.4101493777552743,-0.18211606600567132,2.6575424528267733,-0.0815589307592853,0.1829484639794031,-0.1080702079358707
9530051G07Rik,0.034289711261230656,-2.2253496952750518,2.125349709702,0.0,-0.05670405061622006,-0.42812859733339925,0.33219277197867003,-0.03884465746390151,0.23793230999169893,-0.08498523575672352
9530082P21Rik,0.01685498244667022,-2.2253496952750518,2.2253496952750518,0.0,2.22714188270849,-0.3165808804021505,4.850699340055782,-0.05275079741170434,0.22617458859099587,-0.07417401183422624
9630001P10Rik,-0.06520716827047396,-2.2253496952750518,2.2253496952750518,0.0,1.8516531829864622,-0.3299207926787596,2.4253496736346287,-0.056511953664142286,0.2762726044991889,-0.04412371102111396
9830107B12Rik,-0.041799431184572265,-2.2253496952750518,2.1253497097019998,0.0,2.4423421785878423,-0.12887657905981106,2.6253496447807314,-0.16285982137693172,0.3871248823245903,-0.1058279547691475
9930022D16Rik,0.06462102068444102,-2.2253496952750518,-3.552713678800501e-16,0.0,1.9856381640389937,-0.6285390180938435,4.882892148101825,-0.056381972908449915,0.23979864576287852,-0.06509670887275011
9930111J21Rik2,-0.1698140258238366,-2.2253496952750518,-3.552713678800501e-16,0.0,0.44918527693188254,-0.14522645176140084,0.33219277197866964,0.18164350210070349,0.11553959789384834,-0.19070201474870987
A230056P14Rik,-0.0471301941801037,-2.2253496952750518,0.09999998557305148,0.0,2.2253497097019985,-0.2210896728225807,2.557542467253721,-0.04331381682342942,0.28236093749306435,-0.1115035504654712
A330008L17Rik,-0.028964561583118564,-2.2253496952750518,0.09999998557305148,0.0,2.34413438285272,-0.4237640066462741,2.557542467253721,-0.11251934168491409,0.22694670756229116,-0.01570362661285298
A330009N23Rik,-0.01890927761409018,-2.2253496952750518,4.3506994049770515,0.0,2.4745349866338833,-0.22447484596756567,4.950699325628834,-0.09090444425968561,0.2645792598564584,-0.07813651388717234
A330074K22Rik,0.04922510231539322,-2.2253496952750518,-2.3253496808481033,0.0,2.3575425033210915,-0.40334993685177,7.008241857803824,-0.011481509994886938,0.22546031219349305,-0.11111533681827326
A3galt2,0.1261150645592312,-2.2253496952750518,-2.3253496808481033,0.0,2.485638113544673,-0.1848326662008553,2.5575424672537213,-0.055892505749290076,0.2281621520451455,-0.13468009260578148
A430078I02Rik,0.09326430890818369,-2.2253496952750518,6.576049100252104,0.0,2.2101493993956973,-0.2088299471865492,2.816038683662957,-0.13305021893114286,0.19558872223108198,-0.05110612099762597
A430093F15Rik,0.012348327702126804,-2.2253496952750518,0.09999998557305148,0.0,2.5101493633283263,-0.3051133206867092,4.9091955853189155,-0.10373223186972809,0.2565443159588487,-0.06273607396908036
A530013C23Rik,-0.06746901073463421,-2.2253496952750518,4.3506994049770515,0.0,2.491527484373623,-0.2558126244776702,2.5575424672537213,-0.09836837784815775,0.23876397494326232,-0.04793569535848274
A530064D06Rik,0.15362683541682487,-2.2253496952750518,6.576049100252104,0.0,2.5745349890383737,-0.19101539681877863,2.52534965920768,-0.11341496914886903,0.2750095650898739,-0.1524969689257824
A530072M11Rik,-0.010850259169049654,-2.2253496952750518,2.3838459261112357,0.0,2.144134394875178,-0.3491705769013492,7.008241857803824,-0.09703081266694089,0.25609486610667276,-0.06157296140993065
A530076I17Rik,0.014777265562141035,-2.2253496952750518,4.3506994049770515,0.0,2.310149384968749,-0.419195119685022,0.4321927575517215,-0.09846666851397447,0.19967289929619864,-0.02770569454307343
A530084C06Rik,-0.0042985850278251855,-2.2253496952750518,2.1253497097019998,0.0,2.2686456374453563,-0.31393366003213774,7.008241857803824,-0.08717654736656473,0.22113724524156836,-0.04442962293205701
A630033H20Rik,-0.05320782963824018,-2.2253496952750518,2.125349709702,0.0,2.3686456302318812,-0.10681451551012715,2.6253496447807314,0.02984711867003887,0.20293980924757632,-0.13049100854803375
A630035G10Rik,0.04873783514271501,-2.2253496952750518,4.3506994049770515,0.0,2.242342200228265,-0.26520766297223336,0.3321927719786693,-0.08238525327040615,0.25711541951696737,-0.09849993626081313
A630091E08Rik,0.18685008163617015,-2.2253496952750518,4.509195635813235,0.0,-0.04150374030991912,-0.3991779385211497,7.008241857803824,-0.03888554077718086,0.12133341314488874,-0.08859397418821176
A730015C16Rik,-0.03492216595236695,-2.2253496952750518,2.125349709702,0.0,2.2271418899219637,-0.21228566928257245,4.982892133674876,-0.1095640921478572,0.29125899362203567,-0.05785139905294416
A830005F24Rik,0.10668526508024412,-2.2253496952750518,2.2253496952750518,0.0,2.0516531541325658,-0.43637481381935084,2.6575424528267724,-0.12632449898811093,0.22884209261597518,-0.050565637927993554
A930003A15Rik,-0.03578152441231179,-2.2253496952750518,2.2253496952750518,0.0,2.2101493993956973,-0.5447094841246275,-2.025349716915475,-0.03008957857532139,0.255036713619458,-0.06068290752756356
A930007I19Rik,0.004952354012636642,-2.2253496952750518,2.125349709702,0.0,2.3745350010608313,-0.3099171627604066,2.6575424528267733,0.025204256519406953,0.19656045482523163,-0.11330200116940145
A930024E05Rik,0.11703514028376436,-2.2253496952750518,-0.09999998557305148,0.0,2.3686456230184083,-0.40111315425111566,0.49068900281485384,-0.1520227881077708,0.2877101711804749,-0.0783446635417112
A930029G22Rik,0.08061932213989723,-2.2253496952750518,4.4506993905501036,0.0,2.259334697968005,-0.43882012058930203,2.52534965920768,-0.024920310202570385,0.17051551323603892,-0.08087438753599098
AA467197,0.06700256364379684,-2.2253496952750518,6.834545316661338,0.0,2.510149363328326,-0.2679688212147933,0.4321927575517215,-0.2629541359338961,0.4042832673489573,-0.06900787047096801
AA986860,-0.05431892671330679,-2.2253496952750518,0.0,0.0,2.3686456230184083,-0.13671120934953848,4.9413883933649565,-0.12720951410239711,0.23741369668530482,-0.03657755368031944
AB124611,0.31119040895156613,-2.2253496952750518,9.05989501193639,0.0,2.3856381207581476,-0.6862973276767923,2.657542452826773,-0.015429894631784355,0.23880708110805746,-0.22390301983492938
AF067061,0.017550258546431795,-2.2253496952750518,4.509195635813236,0.0,2.25165314691909,-0.21562152813413693,0.3999999495056798,-0.08655627131941979,0.2236429148552696,-0.07058033551398889
AI464131,0.07474221932063198,-2.2253496952750518,2.3253496808481033,0.0,2.268645637445356,-0.3541746455160542,2.52534965920768,-0.09311602940560446,0.21331960445234363,-0.0719537756836178
AI593442,-0.1827248573642307,-2.2253496952750518,4.609195621386287,0.0,2.5686456013779853,0.3225330287840149,4.650699368909681,0.03318652273420607,0.17142688818040747,-0.1673267335274883
AI607873,-0.12525262242324064,-2.2253496952750518,4.509195635813236,0.0,2.4838459333247083,-0.38662485005045566,2.6253496447807314,0.04840435209846787,0.21094994466579126,-0.10605092832439725
AI847159,0.058852401361028615,-2.2253496952750518,2.125349709702,0.0,2.327141877899507,-0.224064407133361,2.6575424528267733,-0.09143187873267061,0.28249857956544394,-0.10129953600710066
AW011738,0.08958963023753498,-2.2253496952750518,4.3506994049770515,0.0,2.5008384238509747,-0.2439238404651662,0.29999996393262834,-0.10995273223423582,0.18496594936565675,-0.04386768637060958
AW112010,-0.005263469459293067,-2.2253496952750518,2.3253496808481033,0.0,2.5745349794204087,-0.32845611555645193,2.6575424528267733,-0.06043732716547109,0.2552209673448308,-0.09533262215243042
AY512915,0.004207842381529864,-2.2253496952750518,-0.09999998557305183,0.0,0.20179217300648916,-0.1433289161756463,4.850699340055783,-0.1363028761976302,0.2703020396478899,-0.05482758250911875
Abca1,0.009292956577996291,-2.2253496952750518,2.125349709702,0.0,2.3423421930147903,-0.21413558006707684,0.3321927719786693,-0.23930644779156346,0.2625522286330437,0.030931157517667462
Abca15,-0.0067367463757497525,-2.2253496952750518,0.0,0.0,0.043295934956831414,-0.3432595329841867,2.5575424672537217,-0.12529622055203277,0.20913370860096075,0.005216501246417199
Abca17,0.11549938066282377,-2.2253496952750518,-0.09999998557305148,0.0,2.310149384968749,-0.23878489765819078,0.3999999495056798,-0.07838412451103974,0.20657769383041408,-0.09440465009488228
Abcg1,-0.18148546032344148,-2.2253496952750518,0.0,0.0,2.4686456158049337,-0.29042163882698563,7.23454526616702,-0.027619636625160565,0.16824671484350712,-0.01251432697864679
Abhd6,-0.05718793052607439,-2.2253496952750518,6.676049085825156,0.0,2.400838438277923,-0.4570792592714879,2.52534965920768,-0.20924760014490026,0.24084771772797303,0.0578372313345026
Ablim1,-0.015318770577747078,-2.2253496952750518,6.576049100252104,0.0,2.2856381375895873,-0.34544861590105747,2.6253496447807314,-0.10504475649407305,0.2089274636317054,-0.007858067656316206
Ablim3,0.04548128980397213,-2.2253496952750518,-4.550699376123155,0.0,2.4838459333247083,-0.29422844205930543,4.750699354482732,-0.13762941801648615,0.23094798643589254,-0.028669333048255797
Abo,0.10905430882228448,-2.2253496952750518,-0.09999998557305148,0.0,2.4686456158049337,-0.29027743866232525,4.882892148101825,-0.1047070701822103,0.19199332575231395,-0.07846804663938275
Acadm,0.08245315625873698,-2.2253496952750518,-0.09999998557305148,0.0,0.3169924833127894,-0.4465857774681531,4.65069936890968,0.018724689598376372,0.17195038068733445,-0.11002276891437308
Acan,-0.024324999566399514,-2.2253496952750518,-4.550699376123155,0.0,2.410149370541801,-0.34341375057017676,2.7838458756169153,-0.05475758605972704,0.2572558578983198,-0.07832738810712955
Ace,0.006560692378195595,-2.2253496952750518,2.2253496952750513,0.0,2.35933469075453,-0.2892720752924264,2.52534965920768,-0.1170780962066085,0.2591604204015232,-0.04476116380157736
Ackr1,-0.11951055985995714,-2.2253496952750518,-0.09999998557305183,0.0,2.5178309239952057,-0.12522399247458466,4.882892148101824,-0.04711724647867549,0.10474123132783897,-0.011313884517867235
Ackr4,0.021105459633946316,-2.2253496952750518,8.901398781100207,0.0,2.5178309215907144,-0.1254813865355533,7.008241857803824,-0.2055839165200116,0.25353959625311545,-0.030600144216275403
Acod1,-0.04111687825398939,-2.2253496952750518,-0.09999998557305148,0.0,1.927141918775861,-0.4795165370182211,2.6575424528267733,0.1059169718960161,0.09127987277113966,-0.07831964882513101
Acox2,0.0822661777756959,-2.2253496952750518,2.3253496808481033,0.0,2.2686456302318825,-0.5029747217902487,4.809195599745864,-0.2708023860376718,0.2872052535897832,0.03442176820736985
Acpp,0.07111607505702444,-2.2253496952750518,6.676049085825156,0.0,2.1686456446588314,-0.31001365910212275,0.33219277197867003,-0.3043557810058433,0.42533423003262233,-0.015933693048866153
Actb,0.8592652873540236,-2.2253496952750518,6.734545331088287,0.0,2.110149399395698,0.11186444832317304,4.982892133674876,-0.01725013969188418,0.03230391453358986,-0.6048120491007003
