,Baso,Ccr7_DC,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated
2200002D01Rik,1.0,0.34343639613791355,0.4507918774045334,0.0,0.36429632396164036,0.7161693451747784,0.21388356766496797,0.037348306778388775,0.012631864328228798,0.41464748396831275
2210008F06Rik,0.8522465369535782,0.34343639613791355,1.0,0.0,0.6414231239525807,0.37926948341448763,0.1774171791831062,0.15210088990823017,0.014942117465390013,0.5983038209623143
2310007B03Rik,0.6248977615594462,0.34343639613791355,0.754145572876918,0.0,0.6216649913805361,0.33692621820036295,0.27667775418315593,0.4951616377646437,0.002827257156605961,0.13259269651370278
2310016D03Rik,0.5405583807861767,0.34343639613791355,1.0,0.0,0.3378695361121842,0.6871369496584672,0.3891146716353131,0.821672028297155,0.057734572679553293,0.2865300686779374
2310016D23Rik,0.5922240086917347,0.34343639613791355,0.24591632404364708,0.0,0.29293014105430193,0.07303440445969996,0.3891146716353131,0.19916423561570745,0.01504566804700609,0.2977863021494579
2310031A07Rik,0.4300112831448786,0.34343639613791355,0.39164844241357843,0.0,0.5985670992752707,0.05019750480840029,0.20995720253887085,0.44137314707414843,0.05659068480084335,0.4374739116961782
2310034C09Rik,0.420688864624262,0.34343639613791355,0.754145572876918,0.0,0.7178996397122077,0.3584738208710566,0.5210683038275797,0.1911905945166169,0.08376244037519616,0.5693026104083734
2410006H16Rik,0.9575796608673968,0.34343639613791355,0.7146985496691125,0.0,0.1541804017691131,0.00020948612289913726,0.1774171791831062,0.005917372438567549,0.0006118608314483904,0.6365271476342597
2410017I17Rik,0.39672061222844823,0.34343639613791355,0.754145572876918,0.0,0.33786953611218395,0.31881191793061503,0.19616535657526377,0.32224165144044015,0.019302784000297963,0.029139918911033114
2610028E06Rik,0.2269054318682036,0.34343639613791355,0.4507918774045334,0.0,0.7435636411058206,0.2504104822853784,0.20995720253887085,0.037531769297087916,0.01855553424362761,0.6729427888420437
2610035D17Rik,0.8341269499634294,0.34343639613791355,1.0,0.0,0.7435636411058206,0.1103710836885267,0.3661549515482643,0.06908979941092883,0.005650858003397801,0.47413785342981984
2610037D02Rik,0.47719240853641953,0.34343639613791355,0.4507918774045334,0.0,0.5198337559061832,0.3036857142918955,0.6517665725825422,0.06415279039960292,0.011934118009503203,0.5099945572283539
2610301B20Rik,0.8010357318502331,0.34343639613791355,0.7146985496691125,0.0,0.6414231239525807,0.041522097082386536,0.11676614756543743,0.20164544533484385,0.02630633408683763,0.662806734620133
2610307P16Rik,0.6439790733314883,0.34343639613791355,0.754145572876918,0.0,0.32360725103028676,0.2812236660279299,0.27667775418315593,0.06074148288397005,0.08311992562964707,0.37050155569569676
2610528A11Rik,0.551471078408956,0.34343639613791355,0.39164844241357843,0.0,0.40219669687493953,0.2850850468076256,0.02919565754361558,0.07579992595119862,0.0029930981247444665,0.3583655350755136
2700068H02Rik,0.8197242696496561,0.34343639613791355,1.0,0.0,0.39918450595562893,0.13556024225987198,0.1774171791831062,0.12470170301786962,0.012725037657550549,0.7169496731317737
2810029C07Rik,0.10718438756359028,0.34343639613791355,0.4507918774045334,0.0,0.5071614052294533,0.5314417274687288,0.1367146380647396,0.072864892963272,0.005182937323470455,0.13496443918951984
2810403D21Rik,0.27532509677895484,0.34343639613791355,0.7146985496691125,0.0,0.6105818585386843,0.38193747653458787,0.27374223218868726,0.6511873895799889,0.009430860626864199,0.10411769325728641
2810408A11Rik,0.16014832990120983,0.34343639613791355,0.4507918774045334,0.0,0.3538466049580984,0.43442683171782437,0.1367146380647396,0.053026961893241104,0.01174147247674505,0.2479749138779076
2900089D17Rik,1.0,0.34343639613791355,1.0,0.0,0.6502655308878312,0.15264836856725822,0.18521751378376494,0.6042207326336214,0.009002871750588481,0.2424523953909939
3110079O15Rik,0.4098512068390875,0.34343639613791355,1.0,0.0,0.276583436433264,0.05903880533872354,0.27667775418315593,0.03633978767695779,0.009834602641578774,0.7684859696028357
3830432H09Rik,0.7061528327445293,0.34343639613791355,0.7225016367781962,0.0,0.2836095356147299,0.11180403189435487,0.21388356766496797,0.9446513178208373,0.015691988127746668,0.17664573626800242
4631405J19Rik,0.8383165751040618,0.34343639613791355,0.5304882395934163,0.0,0.8705046208262098,0.08561214743897574,0.049969731198407,0.6619635544856964,0.010661501472944989,0.02604589754966686
4831440E17Rik,0.7177724016871423,0.34343639613791355,0.754145572876918,0.0,0.5071614052294546,0.6679977112268858,0.3661549515482643,0.1926650241556121,0.010367953801049361,0.4392298182914002
4930417H01Rik,0.6354785822484814,0.34343639613791355,0.754145572876918,0.0,0.5071614052294533,0.08836278313038246,0.14967129616814706,0.3221101886223121,0.03205719102057336,0.14099880812380922
4930426D05Rik,0.6952559705378102,0.34343639613791355,0.7225016367781962,0.0,0.276583436433264,0.7879416757045168,0.3023793422591034,0.474437161889278,0.03700975659379309,0.344578850706186
4930431P03Rik,0.7461439592508281,0.34343639613791355,0.7225016367781962,0.0,0.9999999999999996,0.18933251385761057,0.18521751378376494,0.8044497761765109,0.0077433931807075656,0.13277438114254306
4930452B06Rik,0.6692410291218429,0.34343639613791355,1.0,0.0,0.20067063744510316,0.93978086203924,0.3613744035749584,0.010852888035200257,0.09761459534693448,1.0
4930458D05Rik,0.648198958053843,0.34343639613791355,0.3419256513503085,0.0,0.25678560537948353,0.34144391608326297,0.27667775418315593,0.0592669598476378,0.0019211753640246093,0.20668673371498505
4930503B20Rik,0.1647739107164432,0.34343639613791355,0.4322418897792327,0.0,0.851842178173314,0.2649626345108301,0.5210683038275797,0.02150216348604476,0.08177505275448388,0.4942558282830425
4930517L18Rik,0.5887295349688418,0.34343639613791355,0.7225016367781962,0.0,0.6662226479043264,0.2525753577382804,0.3023793422591034,0.08810162502371964,0.0487127018442777,0.6828174213303324
4930519F16Rik,0.1825696457914316,0.34343639613791355,1.0,0.0,0.6216649913805361,0.3630388295725455,0.3023793422591034,0.16679485228252922,0.0027715441515545067,0.06592134247987015
4930526F13Rik,0.932085877907711,0.34343639613791355,0.7146985496691125,0.0,0.5985670992752707,0.2898290810316971,0.3661549515482643,0.07918301806643813,0.0031219492353261134,0.5729616518319025
4930563E22Rik,0.4692753905845498,0.34343639613791355,1.0,0.0,0.7357460812909336,0.186174661816428,0.1367146380647396,0.4082469100880416,0.0013841792022525382,0.10604337446402169
4930565D16Rik,0.9231352231755088,0.34343639613791355,0.7146985496691125,0.0,0.851842178173314,0.33061681382286945,0.27667775418315627,0.20792926251468458,0.021659377499681623,0.7604114770225575
4930588K23Rik,0.7282367819711135,0.34343639613791355,0.3257574188213026,0.0,0.6216649913805361,0.18504418307823078,0.4549414565319879,0.1900160831852148,0.003948928165359081,0.3557409408456015
4930589L23Rik,0.7336909351364823,0.34343639613791355,1.0,0.0,0.6502655308878312,0.8157500999430272,0.27667775418315593,0.17544118904610193,0.005847265675347841,0.12016537138238384
4931423N10Rik,0.9278488456296707,0.34343639613791355,0.754145572876918,0.0,0.22570819753872223,0.2621326281958023,0.1367146380647396,0.4302095350529358,0.01823728277705874,0.20141453086838065
4933405L10Rik,0.32711929886096036,0.34343639613791355,0.4507918774045334,0.0,0.5071614052294533,0.09296283041574245,0.19616535657526377,0.025210432095790426,0.007505378112842736,0.9100834305617715
4933406C10Rik,0.443824907213499,0.34343639613791355,1.0,0.0,0.5530499058440131,0.11029379364962608,0.1367146380647396,0.054363973334302595,0.0077117415060799655,0.5029587444102083
4933406P04Rik,0.21513214072107242,0.34343639613791355,0.7225016367781962,0.0,0.4632180753936349,0.10934465595915926,0.3891146716353129,0.06205851319775063,0.017520304558428675,0.49619882497171
4933427D06Rik,0.8411828515275297,0.34343639613791355,1.0,0.0,0.8571961012799872,0.5200776370928215,0.27667775418315627,0.22009376882334236,0.019332453510435433,0.4599805067210222
4933439K11Rik,0.9231352231755088,0.34343639613791355,0.754145572876918,0.0,0.47893309374181814,0.13301530837542772,0.2540642411471291,0.3290912319670104,0.019134504040934516,0.4559678470081141
5031425E22Rik,0.532159780582102,0.34343639613791355,1.0,0.0,0.6216649913805361,1.0,0.1367146380647396,0.35047721929515163,0.10174456208572198,0.6335106208618295
5430402O13Rik,0.9173771967727373,0.34343639613791355,0.21162603755101586,0.0,0.3708882974885055,0.36996136489349907,0.27374223218868726,0.29552929913919895,0.02093960125047707,0.3778660979940933
5730405O15Rik,0.3297751406035079,0.34343639613791355,0.754145572876918,0.0,0.15418040176911368,0.17574186492732596,0.3613744035749584,0.02625815862566717,0.018595530178318012,0.9551406654546989
5830416I19Rik,0.9571579417231937,0.34343639613791355,1.0,0.0,0.4292562537321828,0.1135989273446525,0.3661549515482643,0.04286668135118362,0.0035427528299921763,0.8623674652707909
5830418P13Rik,0.5436986650434583,0.34343639613791355,0.754145572876918,0.0,0.21337144088056353,0.2751796796941309,0.14967129616814706,0.1218842523003608,0.02050058782475753,0.4210280006307362
6030419C18Rik,0.7023229956495813,0.34343639613791355,0.4507918774045334,0.0,0.6105818585386843,0.6204378195196664,0.21388356766496797,0.055210123181807395,0.015114415642681345,0.5057130685410169
6030498E09Rik,0.9299840602735003,0.34343639613791355,0.7225016367781962,0.0,0.7357460812909336,0.45022706281582414,0.27374223218868726,0.5608695383028032,0.005548522693545387,0.08204855148179503
6430531B16Rik,0.1387993220044892,0.34343639613791355,0.28077608589872627,0.0,0.3538466049580984,0.5424672998337443,0.3023793422591034,0.08983958877253587,0.015588441153315508,0.09853847483451182
6430548M08Rik,0.7221622459463639,0.34343639613791355,0.7146985496691125,0.0,0.5198337559061833,0.39128646088153884,0.27374223218868726,0.34015666517927734,0.012097160160872028,0.13114275820584775
8030423F21Rik,0.8353789479109978,0.34343639613791355,0.3257574188213026,0.0,0.35142349570759146,0.3148597215297527,0.27374223218868726,0.15761634752027678,0.0024029909470418697,0.47839377214083667
8030451A03Rik,0.5107543086579683,0.34343639613791355,0.5304882395934163,0.0,0.40219669687493953,0.1328347808757617,0.14967129616814706,0.12806565494868566,0.008186228397308972,0.1807921359355201
8030474K03Rik,0.6772186259370955,0.34343639613791355,1.0,0.0,0.8664652231226168,0.34450133518398496,0.1389875635464274,0.2270407906269579,0.008007599769441971,0.3340802969278951
9130019P16Rik,0.5930839867572568,0.34343639613791355,0.5710972580054601,0.0,0.4935556322950636,0.22317691393697195,0.08193408125191241,0.16770326716720016,0.0157123462060426,0.2958020304411121
9230116N13Rik,0.06898182702689588,0.34343639613791355,0.4507918774045334,0.0,0.6414231239525807,0.24824137502496355,0.14967129616814706,0.026746291671840207,0.014582248570282062,0.09413542025309975
9330162012Rik,0.7562411574724097,0.34343639613791355,0.7146985496691125,0.0,0.6414231239525807,0.34481420299159027,0.07221481737181225,0.595208685134123,0.014522248538369508,0.08608187580778509
9430024E24Rik,0.8324273295451239,0.34343639613791355,0.7146985496691125,0.0,0.5198337559061833,0.47107139594117053,0.5210683038275797,0.15744717588995225,0.02629833048827383,0.5619332204293321
9430065F17Rik,0.6650917339680924,0.34343639613791355,1.0,0.0,0.8571961012799882,0.44779769048469154,0.2099572025388705,0.4167089355089575,0.010200757684814425,0.4935920809121178
9430076C15Rik,0.2881759410833258,0.34343639613791355,0.3257574188213026,0.0,0.9999999999999996,0.01839191956643599,0.19616535657526377,0.21626675973434045,0.10838874056295968,0.4310356345176908
9530026F06Rik,0.30942168404100573,0.34343639613791355,0.2807760858987267,0.0,0.4164895966385076,0.7716475700029295,0.21388356766496797,0.4182903995317949,0.06611141676328665,0.10301384739973331
9530051G07Rik,0.6222417946108271,0.34343639613791355,1.0,0.0,0.8705046208262107,0.1371218346091445,0.3661549515482643,0.691743185593241,0.015357833165202889,0.16230087043522537
9530082P21Rik,0.7784702723665724,0.34343639613791355,0.754145572876918,0.0,0.9999999999999996,0.18298872491501975,0.1367146380647396,0.5701986138810415,0.02272130012678664,0.2928355862386387
9630001P10Rik,0.6376329347062217,0.34343639613791355,0.754145572876918,0.0,0.5071614052294546,0.15212035192272969,0.3613744035749584,0.4899274341972135,0.0035158697511132,0.45381430075443896
9830107B12Rik,0.916167461199047,0.34343639613791355,1.0,0.0,0.4164895966385076,0.7110015086525667,0.20995720253887085,0.023253724008749446,0.00038141569760671314,0.06852264414759328
9930022D16Rik,0.47286770586710647,0.34343639613791355,1.0,0.0,0.5855127095585203,0.03643293711020756,0.14967129616814706,0.49727089521225765,0.013036069522637698,0.3309571070759242
9930111J21Rik2,0.1279858001066052,0.34343639613791355,1.0,0.0,0.18789513518374976,0.6541253736999141,0.3661549515482643,0.04010781531550375,0.27636177482814417,0.0065348018718639315
A230056P14Rik,0.7721396867941782,0.34343639613791355,0.7772486109790817,0.0,0.6585119247447921,0.26520887706238405,0.27374223218868726,0.7154204909062194,0.010661501472944996,0.16189924194143235
A330008L17Rik,0.9264347781304569,0.34343639613791355,0.7772486109790817,0.0,0.5427034706249418,0.10038910634994921,0.27374223218868726,0.29267743845441374,0.029154980302167163,0.867592327753622
A330009N23Rik,0.9603392152009047,0.34343639613791355,0.7225016367781962,0.0,0.35142349570759135,0.43176766969261793,0.09952466413547872,0.22775774887466244,0.016928760332235494,0.18283692411731228
A330074K22Rik,0.5913606346053486,0.34343639613791355,0.4507918774045334,0.0,0.4657497952084806,0.10038910634994921,0.13350848004267166,0.935108632001182,0.022460386106661148,0.10918944333677132
A3galt2,0.18883803015165906,0.34343639613791355,0.4507918774045334,0.0,0.3708882974885055,0.2523111785914711,0.27374223218868726,0.6378423655952017,0.012855146404885744,0.129241311124401
A430078I02Rik,0.31628142159907024,0.34343639613791355,0.4770122828436911,0.0,0.750761262474571,0.29840535542283797,0.1389875635464274,0.1448187270205526,0.07079651953159016,0.4713522137329925
A430093F15Rik,0.8119876672143927,0.34343639613791355,0.7772486109790817,0.0,0.30862343276937715,0.369127248964232,0.11676614756543743,0.10270502181003884,0.006535345134796021,0.3414984269353246
A530013C23Rik,0.8416257579231383,0.34343639613791355,0.7225016367781962,0.0,0.33786953611218395,0.2504104822853784,0.27374223218868726,0.3141192395989669,0.0142421515439815,0.6281525955549774
A530064D06Rik,0.1415588627862118,0.34343639613791355,0.4770122828436911,0.0,0.17489508986503402,0.33473249891397483,0.27667775418315593,0.15291392411939997,0.009677969289472973,0.08975836979287076
A530072M11Rik,0.9243492002130953,0.34343639613791355,0.4659406198264786,0.0,0.851842178173314,0.3340531073036519,0.13350848004267166,0.34758108476162675,0.017267526130713216,0.3022681129774476
A530076I17Rik,0.6923899798406054,0.34343639613791355,0.7225016367781962,0.0,0.6216649913805361,0.044517384747571324,0.29203906003758956,0.26425166484804674,0.05372940898887998,0.7559000352123337
A530084C06Rik,0.8946307361673747,0.34343639613791355,1.0,0.0,0.7357460812909338,0.13316973806985047,0.13350848004267166,0.34997802645878706,0.039728537952067655,0.5263144536181328
A630033H20Rik,0.8713949603537807,0.34343639613791355,1.0,0.0,0.5071614052294533,0.6117102426553066,0.20995720253887085,0.5719449771575904,0.03833686498254902,0.061026813350735676
A630035G10Rik,0.521219649799429,0.34343639613791355,0.7225016367781962,0.0,0.750761262474571,0.23641462563915666,0.3661549515482643,0.3797692472513615,0.01726752613071332,0.20475509133526076
A630091E08Rik,0.055354831783566885,0.34343639613791355,0.4322418897792327,0.0,0.9999999999999996,0.09116919843820734,0.13350848004267166,0.6361270989766841,0.2259625200519218,0.17798013612317107
A730015C16Rik,0.8848700059315675,0.34343639613791355,1.0,0.0,0.8620480133148125,0.3148597215297527,0.11265221637367653,0.1306841725079357,0.0033453956747407296,0.36097242843788957
A830005F24Rik,0.3043404533455721,0.34343639613791355,0.754145572876918,0.0,0.7272240155068415,0.17351309888859878,0.21388356766496797,0.15286508117038003,0.041647133767722604,0.4592249722112859
A930003A15Rik,0.9668510247719551,0.34343639613791355,0.754145572876918,0.0,0.750761262474571,0.024702727257377762,0.6517665725825422,0.7201646303743806,0.008502563914426811,0.46891585433271543
A930007I19Rik,0.912950331469955,0.34343639613791355,1.0,0.0,0.45450756313032303,0.10030296160439102,0.21388356766496797,0.6297028783701488,0.05461188883723584,0.07880570717707601
A930024E05Rik,0.23785712268117898,0.34343639613791355,0.7146985496691125,0.0,0.5985670992752707,0.1003594847580102,0.2464539442488615,0.13552152625425573,0.011322160927870022,0.35553014476274336
A930029G22Rik,0.4181146966740704,0.34343639613791355,0.5304882395934163,0.0,0.7435636411058206,0.02615044289129497,0.27667775418315627,0.8605854682742267,0.07011360132533927,0.31807157314044543
AA467197,0.4661094510117394,0.34343639613791355,0.21162603755101556,0.0,0.30862343276937715,0.41116883075557864,0.29203906003758956,0.004114279947752203,0.00023255835313400964,0.2090037990329242
AA986860,0.8670372110951641,0.34343639613791355,1.0,0.0,0.5985670992752707,0.6029209464865879,0.12599000016217876,0.18456218037561534,0.018019366412418317,0.6210367626077328
AB124611,0.016533159595296578,0.34343639613791355,0.12484026113372179,0.0,0.585512709558519,0.008328848264798669,0.21388356766496797,0.94409812686866,0.014605815602067442,0.0007993177911425818
AF067061,0.7549000611190659,0.34343639613791355,0.4322418897792327,0.0,0.6414231239525807,0.5672208447785612,0.3023793422591034,0.3348607643613908,0.020908428768143326,0.27236263338628164
AI464131,0.40985120683908716,0.34343639613791355,0.5710972580054601,0.0,0.7357460812909336,0.28847230671969915,0.27667775418315593,0.341737716980829,0.02510937304618168,0.2935522533949464
AI593442,0.2991326121787186,0.34343639613791355,0.3257574188213026,0.0,0.276583436433264,0.06346638805980584,0.24814545323756382,0.5598033884818884,0.08374606467775682,0.03480697783112813
AI607873,0.2860006459291755,0.34343639613791355,0.4322418897792327,0.0,0.2836095356147299,0.052396814059328674,0.2099572025388705,0.4424880785644858,0.053160466203878556,0.1536000303472061
AI847159,0.5502373095689874,0.34343639613791355,1.0,0.0,0.6414231239525807,0.2888913659376392,0.21388356766496797,0.11807316513332623,0.011298017542328752,0.0808471468901789
AW011738,0.29710323411123796,0.34343639613791355,0.7225016367781962,0.0,0.32360725103028676,0.22281808578056647,0.3891146716353129,0.13797163035036208,0.10483026455709583,0.5110530246353089
AW112010,0.8310296952463974,0.34343639613791355,0.5710972580054601,0.0,0.21337144088056323,0.1732638803329421,0.21388356766496797,0.35728943166993343,0.012837664526894891,0.14686415409593884
AY512915,0.9111018087663031,0.34343639613791355,0.7146985496691125,0.0,0.6216649913805361,0.6622577847106126,0.1367146380647396,0.17111445522529378,0.00779261947888578,0.3485178614284664
Abca1,0.845559737545936,0.34343639613791355,1.0,0.0,0.5316551998064128,0.2850850468076256,0.3661549515482643,0.016748894554265908,0.01032840925752674,0.5365654318054467
Abca15,0.9266160395325018,0.34343639613791355,1.0,0.0,0.9999999999999996,0.16733504138184435,0.27374223218868726,0.13946018022042392,0.028090167196714297,0.8662101138102551
Abca17,0.23650822931403598,0.34343639613791355,0.7146985496691125,0.0,0.6216649913805361,0.4261511482216406,0.3023793422591034,0.33180004670150787,0.05274292959751076,0.23564693686057026
Abcg1,0.3040259245149381,0.34343639613791355,1.0,0.0,0.38700672918255874,0.14961852649535395,0.049969731198407,0.7981506127166365,0.08583224040489358,0.9236763035396592
Abhd6,0.7486143620341618,0.34343639613791355,0.3419256513503085,0.0,0.4299345449214833,0.07890494847306533,0.27667775418315593,0.015549719084284807,0.01637623188623133,0.3443607893887144
Ablim1,0.9091337506804921,0.34343639613791355,0.4770122828436911,0.0,0.6502655308878312,0.05546670086046266,0.20995720253887085,0.2514613392618682,0.02935870639899045,0.9739108918465171
Ablim3,0.5738115465403656,0.34343639613791355,0.2390337967349938,0.0,0.2836095356147299,0.28696457441035517,0.18521751378376494,0.05824314964710808,0.017520304558428675,0.6743711989603902
Abo,0.2890508765705509,0.34343639613791355,0.7146985496691125,0.0,0.3870067291825581,0.5249378516369755,0.14967129616814706,0.29416291626735747,0.04898363864595651,0.19543761921192368
Acadm,0.3639338611788411,0.34343639613791355,0.7146985496691125,0.0,0.30828007837053517,0.03454758481549318,0.24814545323756382,0.7029345593121742,0.08047523889614266,0.06271003468446842
Acan,0.880172385922239,0.34343639613791355,0.2390337967349938,0.0,0.49355563229506283,0.20691079342007773,0.1335084800426716,0.404198041021808,0.009103783427966325,0.1933684424842393
Ace,0.847213360574667,0.34343639613791355,0.754145572876918,0.0,0.5198337559061833,0.17326302817286737,0.27667775418315593,0.16495713169024506,0.007143732874445714,0.5811118425794031
Ackr1,0.5194219459179414,0.34343639613791355,0.7146985496691125,0.0,0.29621003822395675,0.559276625765554,0.14967129616814706,0.6132048655292082,0.33797520116046365,0.9516135473718801
Ackr4,0.7045187406002698,0.34343639613791355,0.19655880691666777,0.0,0.30862343276937715,0.5275923378826578,0.1335084800426716,0.03538253055039125,0.009982028143423098,0.73779852663861
Acod1,0.847213360574667,0.34343639613791355,0.7146985496691125,0.0,0.46321807539363546,0.06788439881831379,0.21388356766496797,0.08901133358024764,0.36146310680904736,0.2575548784018335
Acox2,0.39114607417896297,0.34343639613791355,0.5710972580054601,0.0,0.8571961012799872,0.006157664246498758,0.1576014146486597,0.0087533237913251,0.007194081339710304,0.5055123826630422
Acpp,0.4358092027993401,0.34343639613791355,0.3419256513503085,0.0,0.9999999999999996,0.12017782014210501,0.3661549515482643,5.2545736044647655e-05,9.70794608462996e-05,0.6989009445307544
Actb,4.0340014666348893e-07,0.34343639613791355,0.2887734908836797,0.0,0.862048013314814,0.4037922352554001,0.11265221637367653,0.9139394198965614,0.7854850436723932,1.3131326837915837e-08
Actg1,0.00015026696110964334,0.34343639613791355,0.5304882395934163,0.0,0.2704677970306041,0.018834726274046348,0.09210155387053073,0.9224250493563081,0.8904258379452524,0.013374984373374364
Actn1,0.4377363654283395,0.34343639613791355,0.4507918774045334,0.0,0.35142349570759146,0.23259626431194383,0.09902269935236281,0.005469089764683192,1.0454209669740383e-05,0.13328753039306837
Acvrl1,0.6545799172911257,0.34343639613791355,0.754145572876918,0.0,0.7178996397122077,0.036392031154103555,0.27667775418315593,0.21002295943275334,0.0035614333957234992,0.3206457323587954
Adam11,0.7853201567260556,0.34343639613791355,0.5710972580054601,0.0,0.3870067291825581,0.16996560306822622,0.20995720253887085,0.11615666120151216,0.00945398957648241,0.8594131589932961
Adam12,0.8900701281794635,0.34343639613791355,0.7225016367781962,0.0,0.585512709558519,0.1331697380698504,0.27667775418315627,0.2375255352751363,0.06666948927008035,0.7818840535393855
Adam19,0.6034720210853587,0.34343639613791355,0.7225016367781962,0.0,0.40219669687493953,0.22223457994032564,0.08193408125191241,0.16922589007547648,0.030145365097110768,0.38448839187185424
Adam23,0.42529173350502825,0.34343639613791355,0.17609366909960422,0.0,0.9999999999999996,0.3608325577172521,0.2540642411471293,0.6094795164129434,0.05909473993839614,0.5511318607224782
