,Baso,Ccr7_DC,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,n
1700051A21Rik,0.3902622141214287,7.037173627430806,18.594636463271364,0.0,7.781834551979406,0.5371350967292587,15.489831378940629,0.2315832538853356,0.35470246823084833,0.18607154651376323,10
1700056E22Rik,0.32054163458096996,7.037173627430806,17.81458230944952,0.0,7.774818537174975,0.6700593567368748,16.835272788033873,0.2555779281323672,0.26032497242505664,0.18477953631754093,10
1700061G19Rik,0.3297383538026208,7.037173627430806,16.587902239755067,0.0,7.951829370658881,0.8459646109664766,17.901391257849443,0.2216886108191013,0.24159748008338183,0.12289018143329636,10
1700061H18Rik,0.4955433743886693,7.037173627430806,17.83951756789762,0.0,7.492763316593606,0.5804567175452423,19.836201310510194,0.22678373764834142,0.24435975156882456,0.11462837911582795,10
1700099I09Rik,0.3743209946234928,7.037173627430806,16.55806318834872,0.0,7.525173753702622,0.5675672325004342,16.962184867439014,0.23564826080282245,0.27786410410100815,0.1476945449766728,10
1700102P08Rik,0.45251497588088274,7.037173627430806,17.81458230944952,0.0,7.714401289279064,0.7407363311999168,17.01376131559712,0.22467354981182047,0.2755863995250335,0.1502116704612884,10
1700112J16Rik,0.4130582279201043,7.037173627430806,16.725173292109037,0.0,7.608430353522088,0.8086912518552611,16.967923913021185,0.23115936822578048,0.2512621968820625,0.1576670075145776,10
1810019N24Rik,0.4499169205303667,7.037173627430806,12.6556235445152,0.0,7.847385943762159,0.6154390506324027,19.875604860567908,0.25881096687638055,0.26580634909392487,0.15111456056143127,10
1810041L15Rik,0.34230648519832063,7.037173627430806,14.287110121347496,0.0,7.564287987246423,0.5180856882416102,17.9137525309603,0.2552573741752334,0.2597560112200021,0.217266880612821,10
2010005H15Rik,0.45470924764110476,7.037173627430806,15.004738117338213,7.037173627430806,7.7857680640346025,0.572887301093521,16.687755661439397,0.31216989094093245,0.2881867756556179,0.13373182792294872,10
2010007H06Rik,0.3473483165230677,7.037173627430806,20.695334248059403,0.0,7.882899186247712,0.6379905630887817,15.342364989468267,0.18077131528419615,0.24586719871363666,0.12097482323445582,10
2010300C02Rik,0.48128995068530855,7.037173627430806,19.626690329733226,0.0,7.793117194396861,0.601028515293444,15.857603628737666,0.253585457872757,0.3358102664572935,0.20350217759611436,10
2200002D01Rik,0.36917107878110883,7.037173627430806,16.55806318834872,0.0,7.830678887001817,0.911184682219359,17.01376131559712,0.20378029169624476,0.3245196694280454,0.21018905820759212,10
2210008F06Rik,0.4795221913525419,7.037173627430806,18.446085806263678,0.0,7.8847638690773065,0.5519304655636678,20.016858385412597,0.2926231055222651,0.2478005793730507,0.18085134941591657,10
2310007B03Rik,0.4198015048116876,7.037173627430806,16.420071797338547,0.0,7.759984299756824,0.6587574159846639,16.835272788033873,0.32955220765596555,0.3028812022413162,0.2176913126007478,10
2310016D03Rik,0.4941349090707838,7.037173627430806,16.438165344224398,0.0,7.7954712145137846,0.5252925211198726,15.342364989468267,0.2375900008467111,0.2616123027035899,0.18743891811075375,10
2310016D23Rik,0.4220719651451738,7.037173627430806,15.468473976799466,0.0,7.676182040581155,0.641948955034081,15.342364989468267,0.21005961903638526,0.2577799229105208,0.15590934199502973,10
2310031A07Rik,0.4037889785986871,7.037173627430806,17.952842774662816,0.0,7.590924216524013,0.6607436086848901,19.948907601712147,0.2529445676110499,0.3071546814636004,0.21232627101579182,10
2310034C09Rik,0.5152925840543761,7.037173627430806,16.576676410531345,0.0,7.597882988933259,0.6166455249760202,16.923165850922363,0.16574104946830054,0.3113943129396282,0.17607809456630677,10
2410006H16Rik,0.27672745292038753,7.037173627430806,18.30821232544223,0.0,7.7490359193484215,0.539055502818797,17.047760763164472,0.20923377228250087,0.2726941421606738,0.12240437597746716,10
2410017I17Rik,0.358016726216432,7.037173627430806,19.74284412729458,0.0,7.78444165275921,0.6688530797972997,17.940607418396063,0.18228333216492795,0.3453840649297675,0.17745969768045577,10
2610028E06Rik,0.38549209548315155,7.037173627430806,16.55806318834872,0.0,7.8788178713110915,0.7167067830208774,19.948907601712147,0.29432235916054683,0.3302977290046373,0.19401617714450317,10
2610035D17Rik,0.37901422566690574,7.037173627430806,15.008810351152375,0.0,7.792828643781615,0.6689665045577948,18.632246852269958,0.258567266110529,0.2449881751944883,0.13856143936564763,10
2610037D02Rik,0.45402849409777224,7.037173627430806,16.558063188348715,0.0,7.756520525966627,1.0041176876600837,16.760019211359218,0.2207876466747441,0.2515986787409666,0.1602733649137088,10
2610301B20Rik,0.38368289795782734,7.037173627430806,18.30821232544223,0.0,7.797907227874993,0.564973453863942,18.07970539532223,0.24152195055042017,0.2629123412090779,0.19453111287337965,10
2610307P16Rik,0.5096476150691305,7.037173627430806,12.835019604032311,0.0,7.525653520051698,0.6202181905758243,16.835272788033873,0.24307923564345138,0.2777052044674194,0.15731263688848324,10
2610528A11Rik,0.48057545894522763,7.037173627430806,20.793100689299212,0.0,7.795069456393164,0.6145597003964929,19.040629034369196,0.19203007296384564,0.2840944745012898,0.1543645821043184,10
2700068H02Rik,0.4589812487043808,7.037173627430806,18.446085806263678,0.0,7.86503616095137,0.6109181085725217,20.016858385412597,0.30497684603167013,0.314990096202369,0.18747916799593864,10
2810029C07Rik,0.26285691571984793,7.037173627430806,12.61648774953494,0.0,7.018553073462503,0.48416689161359966,20.844610611320675,0.2783961009176417,0.23787028507136104,0.23373348725764653,10
2810403D21Rik,0.45109634237165197,7.037173627430806,18.308212325442234,0.0,7.606432640006147,0.8658870002436354,16.88168226184399,0.20939790681380058,0.29254499220044233,0.18426053469948814,10
2810408A11Rik,0.3139100020536805,7.037173627430806,16.55806318834872,0.0,7.6677101620964505,0.5928935200273789,18.012476757903393,0.3237948374294784,0.29144112860022015,0.1428828058194869,10
2900089D17Rik,0.4964365193622354,7.037173627430806,16.889972307170776,0.0,7.980029671649723,0.6330492424447149,17.901391257849443,0.2561625310531473,0.32816028971680067,0.21739211003560382,10
3110079O15Rik,0.3929048416330364,7.037173627430806,16.824912398337887,0.0,7.492055323264165,0.707067387323617,16.835272788033873,0.26521092815146224,0.27184896154811306,0.19997694813453934,10
3830432H09Rik,0.3755561399599249,7.037173627430806,17.724840992321557,0.0,7.862089600914538,0.7761199961931116,17.01376131559712,0.257634592928464,0.2570773459295093,0.1676318548563166,10
4631405J19Rik,0.4848257593266865,7.037173627430806,14.256742041579633,0.0,7.915754317698853,0.5857521060659735,18.7252515539824,0.24373993007216754,0.2846061663203729,0.17433049100638656,10
4831440E17Rik,0.4926701499678103,7.037173627430806,16.725173292109037,0.0,11.141733706038485,0.6518745627532947,18.632246852269958,0.282538647229989,0.2516246243473243,0.23808910189554713,10
4930417H01Rik,0.33672526912718065,7.037173627430806,12.835019604032313,0.0,7.812872627060683,0.5193880162962562,18.051253434930707,0.22392222426440297,0.2889029484514183,0.11754007333843436,10
4930426D05Rik,0.36729726353986336,7.037173627430806,17.584787953554386,0.0,7.648385317064741,0.4859465738660835,15.343451267305346,0.3275913357556246,0.2953956772882061,0.16704845797544418,10
4930431P03Rik,0.2963561315771211,7.037173627430806,17.724840992321557,0.0,7.801751766682398,0.6190346408924048,17.901391257849443,0.22620531176648073,0.24912366679772413,0.16532160822098882,10
4930452B06Rik,0.4480878685158112,7.037173627430806,12.6556235445152,0.0,7.6464244007527515,0.5198180192775814,16.700902836707396,0.20699796482702248,0.3393580168446566,0.15717646826255355,10
4930458D05Rik,0.4543498448365231,7.037173627430806,15.19101088756233,0.0,7.774830054432875,0.4018192064651877,19.836201310510194,0.2438772629577728,0.22531652237392788,0.21219499406187783,10
4930503B20Rik,0.4234713956949392,7.037173627430806,17.908847309049623,0.0,7.674354269273519,0.7444197998635097,16.923165850922363,0.31608167848750174,0.27848809644727607,0.22039168577435211,10
4930517L18Rik,0.45081596345164565,7.037173627430806,17.724840992321557,0.0,7.817818892475894,0.6199399535439151,18.719380070059948,0.25241328758536036,0.37126223343232617,0.1493482176726203,10
4930519F16Rik,0.3254037833229626,7.037173627430806,15.172659918039084,0.0,7.759984299756824,0.47928373836144134,18.719380070059948,0.2745045566311655,0.2618408207326526,0.1531634755126278,10
4930526F13Rik,0.4835640636515426,7.037173627430806,18.30821232544223,0.0,7.38658302576088,0.6992723623443133,18.632246852269958,0.2068047582514572,0.2941387718932316,0.19574487103412486,10
4930563E22Rik,0.3562454142680607,7.037173627430806,19.626690329733226,0.0,7.436213756752801,0.7551236316226974,18.012476757903393,0.30014466518163596,0.27813598934240996,0.2191432198986269,10
4930565D16Rik,0.44038660019408027,7.037173627430806,15.004738117338213,0.0,7.65519116110562,0.6187041999504406,19.836201310510194,0.28276152305824537,0.26446184721223825,0.1803618869786881,10
4930588K23Rik,0.5620586272082325,7.037173627430806,14.21049985894073,0.0,7.608430353522087,0.7771816988298708,18.49775663021604,0.31580334233147955,0.30869438242096164,0.22607889963798933,10
4930589L23Rik,0.38355485454430066,7.037173627430806,18.446085806263678,0.0,7.945001049003296,0.7584921241747246,19.836201310510194,0.21428513853751288,0.31000059253872186,0.16336774800671286,10
4931423N10Rik,0.46318897283272564,7.037173627430806,16.725173292109037,0.0,7.769254660508771,0.4851607935910902,14.642433075497982,0.267197300306319,0.32804473293370456,0.19471889596314065,10
4933405L10Rik,0.4067393984055954,7.037173627430806,16.55806318834872,0.0,7.596996837593818,0.9880790879814567,17.940607418396063,0.23340213118866504,0.23803621988687368,0.1426137512639351,10
4933406C10Rik,0.4413968351186087,7.037173627430806,15.008810351152375,0.0,7.952828627593081,0.558427266850541,18.012476757903393,0.2748117370877741,0.3330621360697033,0.19922166750983483,10
4933406P04Rik,0.30114609649040264,7.037173627430806,14.287110121347496,0.0,7.688837718229396,0.5785240381699396,18.585925751859502,0.23760073537017198,0.318290256032553,0.1717890739186156,10
4933427D06Rik,0.3896553052798285,7.037173627430806,16.587902239755067,0.0,7.762936767559907,0.6201171649632548,16.835272788033873,0.2582606482449454,0.3104245835873065,0.19410699485111876,10
4933439K11Rik,0.41709877372025966,7.037173627430806,12.835019604032313,0.0,7.693587975982227,0.7033880118462994,18.799472658022932,0.24877081478467977,0.3162414049194156,0.1676647381974101,10
5031425E22Rik,0.39405170596428657,7.037173627430806,19.626690329733226,0.0,7.614489016854328,0.4816076708888505,18.012476757903393,0.2531451219213754,0.3260159620469012,0.16250822623558855,10
5430402O13Rik,0.3192943275485173,7.037173627430806,15.21707574848425,0.0,7.517023004513536,0.5373984660301337,16.88168226184399,0.2977001171559127,0.2658158807718096,0.1970864626692508,10
5730405O15Rik,0.41387607233722523,7.037173627430806,16.576676410531345,0.0,7.640943164085577,0.529431570154653,19.722287599178593,0.2945062218057612,0.2751562267943867,0.1886483781224014,10
5830416I19Rik,0.3797116082612848,7.037173627430806,18.446085806263678,0.0,7.970791771160968,0.5549181066035398,15.39844635605655,0.2920153729090548,0.30087902088203594,0.1941271201436574,10
5830418P13Rik,0.5587352362789276,7.037173627430806,16.725173292109037,0.0,7.749988088959109,0.7586181494416786,17.9137525309603,0.30109668374980314,0.3318811316769678,0.155714006724753,10
6030419C18Rik,0.3393207763418467,7.037173627430806,16.55806318834872,0.0,7.833214156018174,0.5775326146779726,17.01376131559712,0.24461517295937993,0.2531242121656909,0.17937247214249727,10
6030498E09Rik,0.51024872682287,7.037173627430806,17.584787953554386,0.0,7.648823222176404,0.6655369183606725,16.88168226184399,0.267537052952021,0.27574728557742295,0.15643232739891433,10
6430531B16Rik,0.4581259450541315,7.037173627430806,18.952003097372952,0.0,7.510588895032637,0.6031860485587842,15.343451267305346,0.28815440018117366,0.23165176210911226,0.147654603196949,10
6430548M08Rik,0.36738359072209376,7.037173627430806,18.308212325442234,0.0,7.866080846749731,0.5685661252421321,19.875604860567908,0.23366226771192342,0.33821790851150185,0.15349255162515094,10
8030423F21Rik,0.5997807233208466,7.037173627430806,18.02137590228755,0.0,7.7404782344313405,0.6162038807067142,19.875604860567908,0.3074150153647137,0.2919175681405339,0.23459736195173045,10
8030451A03Rik,0.3787298147811356,7.037173627430806,17.83951756789762,0.0,7.703143823361047,0.4515755734176758,14.5208146175383,0.25564206726294103,0.31291419396219805,0.22447164277095885,10
8030474K03Rik,0.4157392160034313,7.037173627430806,16.587902239755067,0.0,7.154432540727848,0.8271473540197996,17.078525414413864,0.2746995268423203,0.3046113010838857,0.2279847501163337,10
9130019P16Rik,0.46946414753309323,7.037173627430806,19.857759011385102,0.0,7.350396725706981,0.6148756720136841,15.329372306666787,0.20502674838031912,0.28726574653679493,0.17393200131315933,10
9230116N13Rik,0.3874624661060613,7.037173627430806,16.558063188348715,0.0,7.892389009873447,0.5424021104996346,20.878127865200707,0.2071802944778357,0.20137055129878786,0.10574641484609563,10
9330162012Rik,0.333571614663755,7.037173627430806,15.004738117338213,0.0,7.656354012774959,0.7679505450695868,15.482070213594298,0.24172851906134288,0.3246086893293454,0.21297398809193308,10
9430024E24Rik,0.4150539015991201,7.037173627430806,14.839034508292352,0.0,7.866080846749732,0.6427137893929098,16.923165850922363,0.2400685743259516,0.27195063850094897,0.14562890783633609,10
9430065F17Rik,0.4761656543976869,7.037173627430806,18.446085806263678,0.0,7.6305620646870285,0.6945066533029062,19.948907601712147,0.2888672906870637,0.29723268082011023,0.18305663327379357,10
9430076C15Rik,0.6410098867566183,7.037173627430806,17.88364528221076,0.0,11.00020375419819,0.5905884034437547,17.940607418396063,0.258724358185335,0.2547509707789984,0.20584209468321815,10
9530026F06Rik,0.4464781725620086,7.037173627430806,15.626411231874394,0.0,7.740367593049643,0.8358838770990684,19.987910012997396,0.29937692789339676,0.3341195746002387,0.18245528573080322,10
9530051G07Rik,0.4748257829376563,7.037173627430806,19.626690329733226,0.0,10.998313210366742,0.7497574037681091,18.632246852269958,0.2619861895119845,0.29313244279455475,0.17157489940641832,10
9530082P21Rik,0.3576139562414382,7.037173627430806,16.725173292109037,0.0,7.431687385527119,0.6360410128823569,20.844610611320675,0.2595705161450337,0.3021842902128837,0.15287088117347275,10
9630001P10Rik,0.42120384878699185,7.037173627430806,16.725173292109037,0.0,7.237982650398908,0.6748102130417661,16.700902836707396,0.25516545201686386,0.24748849160085898,0.15742832843293597,10
9830107B12Rik,0.6061295122542008,7.037173627430806,16.438165344224398,0.0,7.814253941870739,0.6672895028874123,19.948907601712147,0.24904513324546662,0.3153878987262113,0.17831206588283455,10
9930022D16Rik,0.4054448831037253,7.037173627430806,15.008810351152375,0.0,7.528168793793533,1.149356527590593,20.878127865200707,0.25057604129236866,0.27081804424830236,0.1954244987302665,10
9930111J21Rik2,0.3944262145061073,7.037173627430806,15.008810351152375,0.0,11.213464000392008,0.6479670342446684,15.39844635605655,0.2722151899112644,0.3970802194406203,0.19850891048515426,10
A230056P14Rik,0.33846740456850627,7.037173627430806,18.582338452810497,0.0,7.837581343597964,0.5713694553117766,16.88168226184399,0.30230571997705674,0.3224766102900303,0.20404738570794834,10
A330008L17Rik,0.39452572486109483,7.037173627430806,18.582338452810497,0.0,7.606874654764834,0.7674878015695643,19.875604860567908,0.30337618592298055,0.26909824795019816,0.19226745789512972,10
A330009N23Rik,0.4049598529085918,7.037173627430806,17.724840992321557,0.0,7.8271007164098405,0.6941621521056527,17.985310280726036,0.2541235372246699,0.38413740081046527,0.18019633800887683,10
A330074K22Rik,0.3618676014537284,7.037173627430806,12.810971234288846,0.0,7.754931487538891,0.6691252220411285,18.647647192978535,0.23936772321751384,0.3118799130365039,0.21121809069832562,10
A3galt2,0.3139780493644115,7.037173627430806,16.55806318834872,0.0,7.675285392748063,0.5375416529658706,16.88168226184399,0.31640157476006336,0.25066802733436505,0.21181613473561064,10
A430078I02Rik,0.3587689783933607,7.037173627430806,15.235752552747904,0.0,7.796722054505427,0.527164646383659,17.078525414413864,0.2748913772265192,0.3427013470490327,0.20126227815870495,10
A430093F15Rik,0.3739182768320359,7.037173627430806,18.582338452810497,0.0,7.66745578838809,0.7855798707405403,18.07970539532223,0.20456328079686192,0.2989050686547031,0.1635373082461941,10
A530013C23Rik,0.49619687842966786,7.037173627430806,17.584787953554386,0.0,7.7890353326639685,0.6700950837450361,16.88168226184399,0.30860106354857464,0.318628138663335,0.21298209785706482,10
A530064D06Rik,0.37964776474987844,7.037173627430806,18.498016878361227,0.0,7.89691509970213,0.6301323508049038,16.835272788033873,0.268320228819429,0.35774988183518036,0.24968406731885687,10
A530072M11Rik,0.45968178735740706,7.037173627430806,19.926999161098333,0.0,7.674354269273519,0.7817798925422312,18.647647192978535,0.3159157050619057,0.2999370615056996,0.1764169801258655,10
A530076I17Rik,0.539475107751326,7.037173627430806,14.11298319944791,0.0,7.772958736949561,0.6641736222345953,18.765181133187493,0.2820078705936328,0.33951913103342823,0.2184060623415462,10
A530084C06Rik,0.3785645927897584,7.037173627430806,12.6556235445152,0.0,7.617497873978046,0.6178274530101951,15.417077325168597,0.2921864723563791,0.3197091767081465,0.16923682247304633,10
A630033H20Rik,0.488659820186387,7.037173627430806,16.587902239755067,0.0,7.736862655604578,0.5474655637007437,16.967923913021185,0.22411580851593635,0.34002396968870086,0.15320886066689762,10
A630035G10Rik,0.47721463045105933,7.037173627430806,17.724840992321553,0.0,7.434555595824687,0.4864140086828131,18.632246852269958,0.2826491064608782,0.2769723298389165,0.22766141690084407,10
A630091E08Rik,0.2881498995077662,7.037173627430806,14.343399824437384,0.0,11.31563776830929,0.6750467466344222,18.647647192978535,0.22364039902419736,0.31935803377975364,0.1961382089916695,10
A730015C16Rik,0.3980552224603191,7.037173627430806,16.587902239755067,0.0,7.66005817795596,0.543315555661138,18.02394694720793,0.2368609611056252,0.2689342100651225,0.17182251247671979,10
A830005F24Rik,0.36676232034758494,7.037173627430806,19.74284412729458,0.0,7.721331789524943,0.8010198443880615,19.987910012997396,0.280638525327439,0.2494698805167509,0.16882985825871455,10
A930003A15Rik,0.4136766209084424,7.037173627430806,16.725173292109037,0.0,7.673823763425785,0.6321793812176248,16.760019211359218,0.2133911264641204,0.27157810638557967,0.1987124634671487,10
A930007I19Rik,0.3197559480152507,7.037173627430806,19.626690329733226,0.0,7.855690357090492,0.5265902533236111,19.987910012997396,0.22743050263784761,0.3255785024192454,0.17119762338159,10
A930024E05Rik,0.3518356971507946,7.037173627430806,15.004738117338213,0.0,7.582357075095272,0.7826352427415307,18.844968033331764,0.30846632133948587,0.2924074086177053,0.21436889016731653,10
A930029G22Rik,0.4482345793023664,7.037173627430806,17.83951756789762,0.0,7.652535837400172,0.5713223059286786,19.836201310510194,0.2867362403204367,0.28488770396395846,0.16219601119362123,10
AA467197,0.36491299365445407,7.037173627430806,15.21707574848425,0.0,7.678653389624155,0.7547382431277351,18.765181133187493,0.26563258741511614,0.30361879431129024,0.173955417764043,10
AA986860,0.49915194687784253,7.037173627430806,15.172659918039084,0.0,7.741484570337438,0.5449864606333827,20.936056615009196,0.31626414979538925,0.3083058131652472,0.17039473677441777,10
AB124611,0.40165173196160947,7.037173627430806,11.714708432715241,0.0,7.720376791027071,0.6781622198166917,16.867805229860167,0.2650922238767595,0.2915869601197871,0.16747186609856757,10
AF067061,0.4283366281295212,7.037173627430806,17.908847309049623,0.0,7.659156241601735,0.6344540827739352,18.719380070059948,0.2527866318588711,0.308187141794865,0.15249518502507117,10
AI464131,0.4812526888377298,7.037173627430806,16.860667850671682,0.0,7.787758309384241,0.7742765729359102,16.835272788033873,0.2954286704493724,0.2658277494236402,0.1812819554592634,10
AI593442,0.5422152503427758,7.037173627430806,18.02137590228755,0.0,7.651120566467936,0.5455051343871435,20.651792884565,0.2510190697464945,0.3003963315498658,0.20120696623056158,10
AI607873,0.3047969541442216,7.037173627430806,9.372654703160979,0.0,7.812712378922214,0.6723287857066123,19.948907601712147,0.25009069142249085,0.31466960264071514,0.19102202926207706,10
AI847159,0.3198953323508134,7.037173627430806,19.626690329733226,0.0,7.965488963462697,0.5894574657270825,17.01376131559712,0.20522318140634085,0.3069467822884543,0.1622857950578933,10
AW011738,0.29166979191932313,7.037173627430806,17.724840992321557,0.0,7.547918297560005,0.6238434648827236,18.585925751859502,0.24360057662883197,0.3885070167873797,0.1957588921402075,10
AW112010,0.5061421608143418,7.037173627430806,16.860667850671682,0.0,7.762459474587948,0.6443430466869392,19.987910012997396,0.236926376640189,0.2617446581907816,0.20742589902016464,10
AY512915,0.36688452538148714,7.037173627430806,14.839034508292352,0.0,11.217527504286767,0.6106728846970116,18.012476757903393,0.31306315954797215,0.2881661060522623,0.1789519955897926,10
Abca1,0.40260459402898496,7.037173627430806,16.587902239755067,0.0,7.873948755515698,0.5181470584902995,18.632246852269958,0.32133770297543957,0.2582290965317606,0.16493300954730114,10
Abca15,0.37209330238962446,7.037173627430806,18.446085806263678,0.0,11.116756316868276,0.7698803880388708,19.875604860567908,0.26627613732062017,0.3290224555654442,0.16555156791207698,10
Abca17,0.34198744614663706,7.037173627430806,15.004738117338213,0.0,7.614489016854328,0.726798356484515,18.719380070059948,0.27132530580785075,0.33835803146811927,0.2316686650345993,10
Abcg1,0.4786575899255014,7.037173627430806,15.172659918039084,0.0,7.5285975348632554,0.6311124337094438,15.5108533993571,0.2684996859756021,0.20481164440429378,0.17457304842121246,10
Abhd6,0.4123459212681532,7.037173627430806,18.320694347646768,0.0,7.579905855515425,0.6965333918829261,19.836201310510194,0.23342022563658046,0.27052369086046246,0.19769903376470754,10
Ablim1,0.33892649633044264,7.037173627430806,15.072588862466633,0.0,7.9742487431112306,0.5178580125263936,19.948907601712147,0.2864230769262976,0.29827299835037185,0.19080073774621248,10
Ablim3,0.38750370419022906,7.037173627430806,14.217715262547129,0.0,7.831490053177075,0.6388689966351059,17.901391257849443,0.21203532483484552,0.2955283551723603,0.19430548944350637,10
Abo,0.4346402509227664,7.037173627430806,18.30821232544223,0.0,7.542806741040437,0.8930214425744071,18.051253434930707,0.304056107940126,0.2592780304716299,0.15859599008024708,10
Acadm,0.40676883379105316,7.037173627430806,18.30821232544223,0.0,11.222918850878399,0.5748759880535286,14.366614221166534,0.23431588046731894,0.257645755120347,0.1532216806031098,10
Acan,0.569951630408565,7.037173627430806,14.217715262547129,0.0,7.5920100159414945,0.6786808397898829,20.12767821465447,0.22857383421264782,0.3239893865640083,0.19369404032588397,10
Ace,0.4146123319309472,7.037173627430806,16.576676410531345,0.0,7.600870878163353,0.5599974225778744,19.836201310510194,0.2722707884695471,0.2683124822796838,0.22476060374258014,10
Ackr1,0.5072345607540453,7.037173627430806,14.839034508292352,0.0,7.562635673329794,0.5716915860729768,17.9137525309603,0.25092215355890896,0.3778007765139839,0.21758869727398025,10
Ackr4,0.4533724237647002,7.037173627430806,15.724950959337622,0.0,7.527908401785266,0.5350731102260777,15.417077325168597,0.31371206841748805,0.26859196761968945,0.22084998789153482,10
Acod1,0.3978174550008663,7.037173627430806,18.308212325442234,0.0,7.191813169199646,0.7210608216161396,17.01376131559712,0.20952898998897837,0.2518891320209878,0.19124389552330556,10
Acox2,0.43080094698710014,7.037173627430806,19.857759011385102,0.0,7.762936767559907,0.6174499121023144,20.807395534798527,0.29385693089825315,0.28898084234668653,0.16463629750258704,10
Acpp,0.32431352336559743,7.037173627430806,15.19101088756233,0.0,7.820555758140146,0.6646146213629245,18.632246852269958,0.1815915280523248,0.28735107793177145,0.12561460445956604,10
Actb,0.34607870726473405,7.037173627430806,18.52037883955822,0.0,7.8358902540943625,0.6146109644733923,18.02394694720793,0.2429649372273669,0.30587145191260345,0.1844238400986485,10
Actg1,0.2875272363882343,7.037173627430806,17.700371923316098,0.0,7.287019349982046,0.53085460366301,15.762008273353516,0.18307594072250358,0.2752400026443456,0.19993268350732232,10
Actn1,0.37167144673798286,7.037173627430806,16.55806318834872,0.0,7.735855720567064,0.6710505141884179,15.529781299109024,0.21557801448511277,0.2502995608242365,0.1494704383295013,10
Acvrl1,0.41329434937986737,7.037173627430806,19.74284412729458,0.0,7.591811073131525,0.6048221552546699,16.835272788033873,0.2554172675980494,0.2585295572647805,0.1222630191422839,10
Adam11,0.47481825927084953,7.037173627430806,16.860667850671682,0.0,7.694833068044022,0.6985680752168504,16.967923913021185,0.2593211519859957,0.30095073940333356,0.17840931318911038,10
Adam12,0.4092155726852288,7.037173627430806,14.11298319944791,0.0,7.714401289279064,0.49016032708960416,16.835272788033873,0.21655612748746156,0.3127837134037569,0.17749567574870898,10
Adam19,0.5002191878500712,7.037173627430806,14.11298319944791,0.0,7.703143823361047,0.7360959683453717,18.707841904709007,0.2623517114506261,0.3247442272776683,0.18946377509765663,10
Adam23,0.35024982973472446,7.037173627430806,15.091561710288639,0.0,7.478108680715902,0.6213913094129278,17.828651555687205,0.1918012161648456,0.29627598008316613,0.19358153103951675,10
Adam8,0.4139992122483705,7.037173627430806,18.132593434708575,0.0,11.16166091263544,0.7154552293625738,16.967923913021185,0.21810124183594184,0.2695518231449883,0.16372724841691932,10
