,Baso,Eos,Erythroid,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,pDC
4831440E17Rik,-0.1449503350382231,4.609195621386288,0.0,-0.5491852480779869,0.2844621530531693,-9.001398766673258,-0.14854532048168273,0.04817163982129942,0.07546981566259628,0.0
4930417H01Rik,-0.14991863841808456,9.301398730605886,0.0,-0.1321928008325664,0.35259685590220624,-6.776049071398207,-0.14277397673510975,0.03808040327371632,0.035489408348916805,0.0
4930426D05Rik,-0.22314897325075878,6.934545302234392,0.0,2.1083572047487857,0.30488624372689094,-9.001398766673258,-0.22194602289641258,0.0834186979296077,0.09018843729806292,0.0
4930431P03Rik,-0.08379131503143808,6.934545302234392,0.0,2.19315688722901,0.2093598078061037,-2.3253496808481033,-0.14658878351790577,0.018414943139611534,0.05662712651688442,0.0
4930452B06Rik,-0.09268514976714752,6.934545309447865,0.0,0.1263034251946346,0.5709556408934433,-6.776049071398207,-0.22217804897513985,0.05904491305016868,0.023876086150995672,0.0
4930458D05Rik,-0.30341081700207556,11.458941248353927,0.0,2.2516531397056165,0.284814405897299,-4.550699376123155,-0.17727049080600688,0.023783768767558933,0.0871472788909356,0.0
4930503B20Rik,-0.12903564184373936,9.05989501193639,0.0,2.0931569112739234,0.41144398352596834,-4.550699376123155,-0.15830299814150792,0.058418016431304134,0.030693508310529354,0.0
4930517L18Rik,-0.28241485182735393,2.8160386908764314,0.0,2.368645608591461,0.25005667082371363,-4.550699376123155,-0.22294671780838207,0.02244297029148739,0.12345878433680865,0.0
4930519F16Rik,-0.30317980097687336,8.801398795527154,0.0,1.8761644255566412,0.29657065056450727,-4.550699376123155,-0.22502756300318003,0.058845608868016853,0.12155339316348172,0.0
4930526F13Rik,-0.07707828140740462,4.826188097485604,0.0,2.234660634752403,0.32470928009540984,-6.776049071398207,-0.194567069765249,0.11038761671376099,0.03137675586137271,0.0
4930563E22Rik,-0.3090164494094901,4.709195614172812,0.0,2.3083571758948898,0.2811262936577317,-6.776049071398207,-0.18625246548211133,0.025081614822740506,0.10088586755771993,0.0
4930565D16Rik,-0.1837272783457134,9.601398694538513,0.0,2.3516531180651943,0.24840318215330687,-4.550699376123155,-0.18446636261326446,0.025208465714468876,0.07907043740741024,0.0
4930588K23Rik,-0.08315783481182694,9.159894997509443,0.0,2.034660656392826,0.3107756122314992,-6.776049071398207,-0.1934248008009843,0.040956491798659664,0.07227761055856756,0.0
4930589L23Rik,-0.4635705963776746,9.25989499750944,0.0,0.058496252476606336,0.19634740900653874,-6.776049071398207,-0.12517271298092986,0.01110685073344341,0.10280324181278966,0.0
4931423N10Rik,-0.2512155477336543,7.034545295020917,0.0,2.1668534500119185,0.29568310332892794,-4.550699376123155,-0.15260625768508979,0.03475341605862133,0.06576124201240252,0.0
4933405L10Rik,-0.13118443317768172,4.7676918618404365,0.0,2.1931568944424833,0.24478582124145717,-6.776049071398207,-0.15238845760494307,0.009338622856748616,0.07930084468254428,0.0
4933406C10Rik,-0.20626157127189634,2.1253497169154736,0.0,2.0516531541325653,0.15150780020419,-6.776049071398207,-0.2574606668244533,0.08018233217846525,0.13264899948455983,0.0
4933406P04Rik,-0.4126071840612264,6.834545323874812,0.0,1.9346606636063002,0.30557818503930434,-6.776049071398207,-0.18609340169071412,0.06532628612853793,0.10575512887209815,0.0
4933427D06Rik,-0.034041349819848035,9.359894968655544,0.0,1.893156916082908,0.291100665059182,-6.776049071398207,-0.18912924352399413,0.07434243284285014,0.04440837207477215,0.0
4933439K11Rik,-0.199138970065354,4.750699354482732,0.0,-0.07369656278290769,0.37403878651529954,-6.776049071398207,-0.13831897776151955,0.08153279523320663,0.03137473453218222,0.0
5031425E22Rik,-0.21272175975359517,7.134545280593969,0.0,2.134660641965877,0.24733845771921198,-6.776049071398207,-0.13508804406731045,0.03222625642642737,0.06244127480279619,0.0
5430402O13Rik,-0.3325156950943889,11.285244707211442,0.0,-0.026303430003617668,0.3294604520394346,-4.550699376123155,-0.1590851815516692,0.04250426138372258,0.07952919814944612,0.0
5730405O15Rik,-0.2787520168394402,9.159894997509443,0.0,2.3516531252786685,0.31846882981330726,-4.550699376123155,-0.15104676406601755,0.029801144686232565,0.07004132825812912,0.0
5830416I19Rik,-0.4442583888366767,0.2584962260272011,0.0,0.02630343721709122,0.34116738241322236,-9.001398766673258,-0.1929515494678143,0.04732555010170152,0.12194266591619625,0.0
5830418P13Rik,-0.091660070776682,2.8897352464458654,0.0,2.4101493633283275,0.33279243169033024,-4.550699376123155,-0.20093025087715127,0.04858811822586408,0.053372610856042335,0.0
6030419C18Rik,-0.14656805823906213,6.876049056971259,0.0,0.11699249052626529,0.2710640543456617,-6.776049071398207,-0.21292271531338397,0.09762624782347244,0.058102459668024166,0.0
6030498E09Rik,-0.27942869978139956,4.609195621386288,0.0,-0.43219276476519575,0.34661216089112584,-9.001398766673258,-0.18187171617951176,0.04972985983389239,0.10010405275840346,0.0
6430531B16Rik,-0.16421484260398395,4.60919562859976,0.0,2.125349702488526,0.29856475780961,-9.001398766673258,-0.21779369037217142,0.01877168436145617,0.11225058663488052,0.0
6430548M08Rik,-0.16971257556224698,9.576887454372828,0.0,-0.19068904609569914,0.412605482494164,-6.776049071398207,-0.23947227873447444,0.18387797650441848,0.007915209077635788,0.0
8030423F21Rik,-0.26069479285599156,9.30139873781936,0.0,2.268645623018409,0.2228965852131139,-6.776049071398207,-0.2211019901247902,0.01844603231663313,0.12640895743242872,0.0
8030451A03Rik,-0.3014016991177896,0.1584962308361842,0.0,2.4516531036382463,0.3542448487929141,-9.001398766673258,-0.24813101174244845,0.10450254886765946,0.09999118690763974,0.0
8030474K03Rik,-0.2736926747027959,4.767691852222471,0.0,0.0017921946469120487,0.32725277028903105,-6.776049071398207,-0.1198659075018246,0.04045225460446837,0.05336470405126165,0.0
9130019P16Rik,-0.2969723056441794,4.9091955853189155,0.0,2.151653146919091,0.3751035104684962,-9.001398766673258,-0.1785837401721949,0.004477916649694912,0.10130979329393433,0.0
9230116N13Rik,-0.4001927746507087,2.183845954965133,0.0,2.3686456158049345,0.2225113526558383,-4.550699376123155,-0.14892232915825482,0.06705273361999484,0.09409742535410832,0.0
9330162012Rik,-0.2220568070527888,2.5008384166375013,0.0,0.17548872857592412,0.32180936603251903,-6.776049071398207,-0.15994716320722896,0.04082812249082944,0.06999858652130236,0.0
9430024E24Rik,-0.2321538295429054,6.9667381174939065,0.0,1.9931569016559592,0.2083202906908841,-4.550699376123155,-0.1292269551967484,0.016721070600638405,0.08191922305443104,0.0
9430065F17Rik,-0.14995440292065126,9.159895004722916,0.0,2.193156880015537,0.2893639524131961,-6.776049071398207,-0.1870132287597887,0.0537875982304127,0.05473049493311092,0.0
9430076C15Rik,-0.16202576144416156,4.567691881076367,0.0,-2.557542474467195,0.059248923596322764,-9.001398766673258,0.07827601124876596,-0.11647032635895807,0.03178633849828656,0.0
9530026F06Rik,-0.3417558845435931,11.358941262780878,0.0,-2.5990462147771143,0.4963013918361745,-4.550699376123155,-0.28796026958701004,0.0924396616730013,0.11529363465324716,0.0
9530051G07Rik,-0.16554292926547926,4.767691852222471,0.0,2.3931568655885873,0.21416195929415957,-9.001398766673258,-0.1952188737044014,0.008543094750387527,0.10273926265843061,0.0
9530082P21Rik,-0.163817952026859,6.734545331088287,0.0,2.342342185801317,0.2785475769090867,-9.001398766673258,-0.18715050728928495,0.07010526610988387,0.06578179251414523,0.0
9630001P10Rik,-0.021242795719357145,9.276887488035708,0.0,-0.2736965267155373,0.1703013632054756,-9.001398766673258,-0.24465055558509982,0.009629124059727105,0.12665577530983646,0.0
9830107B12Rik,-0.21849793150513017,7.21003402359684,0.0,1.9931569088694332,0.2323505522083961,-6.776049071398207,-0.24012958085973363,0.13896777572708255,0.07672174284610425,0.0
9930022D16Rik,-0.28090416238374044,2.4253496664211545,0.0,0.04150374752339271,0.3336574806799644,-6.776049071398207,-0.13579300005364178,0.009402064201158838,0.08577342044959871,0.0
9930111J21Rik2,-0.3617938686660781,4.767691852222471,0.0,-0.24150371866949608,0.25774827321193683,-6.776049071398207,-0.054867792717848404,-0.008804179277110028,0.059359232829067535,0.0
A230056P14Rik,-0.16577323204573458,2.083845969392081,0.0,2.351653125278668,0.2238481129513854,-9.001398766673258,-0.15722740522390516,0.041038536900884034,0.07694362717581955,0.0
A330008L17Rik,-0.31941962668714596,7.151537778333707,0.0,2.0101494066091727,0.2744503991984797,-6.776049071398207,-0.18049670209944207,0.055255943199391214,0.0898100887194731,0.0
A330009N23Rik,-0.21019899468383807,4.782892162528773,0.0,-0.049185305785781355,0.17695342425289012,-6.776049071398207,-0.1684522045439782,-0.014958338031260154,0.12216132830211901,0.0
A330074K22Rik,-0.21015800336383342,4.884684342748736,0.0,2.151653146919091,0.3070536476473702,-2.3253496808481033,-0.1542598125053749,0.04162884340193257,0.058319886599931,0.0
A3galt2,-0.2789522166384262,6.834545316661339,0.0,2.2838459333247108,0.23709314245396879,-6.776049071398207,-0.1894098124314243,0.030730464599794994,0.11029358153432896,0.0
A430078I02Rik,-0.3120331188332019,7.034545287807442,0.0,2.142342207441739,0.3095566714537349,-6.776049071398207,-0.1923545208058845,0.08879961572470965,0.0733816758313798,0.0
A430093F15Rik,-0.17428686095340162,6.934545316661338,0.0,1.9253497313424224,0.25271005467619756,-6.776049071398207,-0.2119881001847604,0.024982924655008846,0.1037835462185622,0.0
A530013C23Rik,-0.24547922498125355,4.715084992215236,0.0,-0.032192808046041146,0.20705364949081373,-9.001398766673258,-0.15183349026752269,0.0672804631319053,0.0678036869084356,0.0
A530064D06Rik,-0.21940981352549355,7.166738095853482,0.0,-2.5160387269438025,0.27335014947644265,-6.776049071398207,-0.17691586530746925,0.08727431311752805,0.06567293622341,0.0
A530072M11Rik,-0.1547549398901494,6.534545359942183,0.0,1.951653168559514,0.3130123935497581,-4.550699376123155,-0.20266668454994824,0.03322762205655124,0.09628777804192779,0.0
A530076I17Rik,-0.11295944282550607,4.7676918594359465,0.0,2.2346606275389287,0.24840318231360628,-4.550699376123155,-0.1601845047922946,0.004436816541138829,0.0765105746884355,0.0
A530084C06Rik,-0.02801354868124608,4.650699361696206,0.0,-2.3990462436310107,0.33547487887871574,-2.3253496808481033,-0.22274159055661583,-0.035598613514890166,0.11736236681127973,0.0
A630033H20Rik,-0.1038262870533774,6.6930415907783685,0.0,2.0931568944424845,0.3964214839437483,-6.776049071398207,-0.08663754805526758,-0.13260787213885974,0.07192277615590317,0.0
A630035G10Rik,-0.1746675694067846,6.876049064184732,0.0,2.483845918897761,0.2156457173034973,-6.776049071398207,-0.1842390027291369,0.04393070444176086,0.07787405613630091,0.0
A630091E08Rik,-0.19649174952931692,4.3506994049770515,0.0,-2.557542460040248,0.36818239731736346,-6.776049071398207,-0.2021503347274755,0.07121985821374577,0.0918073344233466,0.0
A730015C16Rik,-0.3576953154683386,6.951537807187604,0.0,2.3686456158049345,0.3521999650445572,-6.776049071398207,-0.17326241338170753,-0.011279677706686286,0.11201584382385446,0.0
A830005F24Rik,-0.2380097899157761,9.418391221132152,0.0,2.3516531180651947,0.27379086030768324,-6.776049071398207,-0.1605810599346388,-0.010531893627244743,0.0811519536703512,0.0
A930003A15Rik,-0.22780887182405368,7.166738095853484,0.0,2.383845933324709,0.15610642101508104,-6.776049071398207,-0.2454574767514865,0.06258261378807425,0.1141351874011941,0.0
A930007I19Rik,-0.18021222303499523,11.675933724453246,0.0,2.093156894442484,0.29135805936059983,-9.001398766673258,-0.12608172548187713,0.13381321041218303,-0.01358634456635718,0.0
A930024E05Rik,-0.22083543533705635,4.826188104699079,0.0,0.14329592052988321,0.3275006989755637,-9.001398766673258,-0.18631602101023403,0.06971549410121802,0.058094052744169455,0.0
A930029G22Rik,-0.2158399244190091,4.709195606959339,0.0,-0.13219280083256674,0.2725741109559115,-6.776049071398207,-0.14712802182060994,0.03367071939263492,0.07286907813249122,0.0
AA467197,-0.08155228718617534,4.867691845008997,0.0,1.9346606780332476,0.3527050602623436,-2.3253496808481033,-0.3242989841976081,0.2169021282392488,0.03123875888125427,0.0
AA986860,-0.11371211620034331,4.567691881076368,0.0,0.18479967526674948,0.09310526313903536,-4.550699376123155,-0.23017327989662612,0.01155704858517764,0.13208159684816242,0.0
AB124611,0.3692427280988675,9.192087812768957,0.0,-0.21520028866587854,0.11881991563836254,-4.550699376123155,-0.2862123632578734,0.1594851230109291,-0.01806271462466497,0.0
AF067061,-0.19372466595492024,6.8667381319208545,0.0,2.0931569016559584,0.28216581097332555,-4.550699376123155,-0.193110404003835,0.014980384126638486,0.1066023639121616,0.0
AI464131,-0.3767024279821888,7.025234362757038,0.0,-0.015200310306301246,0.37986969420190453,-6.776049071398207,-0.25324351491550245,0.002486604634055224,0.1319394037103307,0.0
AI593442,-0.1495557962753586,9.218391242772574,0.0,-0.11926448203183226,0.7606592594672025,-6.776049071398207,-0.35253722319381575,0.11296716183837466,0.050812947004401796,0.0
AI607873,-0.16671310148363255,6.576049100252104,0.0,2.2101493921822244,0.0917091450425307,-6.776049071398207,-0.021047995551148273,-0.10353911769088571,0.08346793422863918,0.0
AI847159,-0.20507902785244186,6.93454531666134,0.0,2.383845933324709,0.31197287635438886,-6.776049071398207,-0.188476590918263,0.018708518599380726,0.08055772077646789,0.0
AW011738,-0.11974990894049534,11.817437457549689,0.0,-0.05670405061622067,0.22715963787691265,-6.776049071398207,-0.20148864344972023,-0.01617966661560483,0.10735531854286073,0.0
AW112010,-0.29984169558112994,6.93454530223439,0.0,2.3271418682815415,0.2834191057319476,-6.776049071398207,-0.119369725664967,0.0685927688066403,0.0457792547145932,0.0
AY512915,-0.3516159430603217,4.809195599745864,0.0,2.22714188270849,0.4874973889311188,-6.776049071398207,-0.19261687515380532,0.07088004253098401,0.05814658396731524,0.0
Abca1,-0.3381689967917628,7.151537778333707,0.0,2.3516531252786677,0.2737112752194727,-6.776049071398207,-0.09486935492942965,0.00038905546697901304,0.06638758595754427,0.0
Abca15,-0.23139187824031807,2.6838458972573385,0.0,2.1516531397056173,0.3474078331132485,-6.776049071398207,-0.18283158443164355,0.05918735165470266,0.0617922264723499,0.0
Abca17,-0.21031244783209532,9.350584043605142,0.0,2.3686456158049345,0.26564837468512076,-9.001398766673258,-0.15001790291962047,0.0004304709666323986,0.08517992368920699,0.0
Abcg1,-0.2762101135287375,6.793041576351419,0.0,-0.1830074734063636,0.3922635733749452,-6.776049071398207,-0.12080249391361317,0.029240823582843845,0.05435084381608757,0.0
Abhd6,-0.2645559026487182,6.834545316661339,0.0,2.1516531469190907,0.2415037457600988,-9.001398766673258,-0.161936167688361,-0.02246248575029828,0.11884072693588674,0.0
Ablim1,-0.12181221452437677,4.567691881076369,0.0,-2.5575424672537217,0.19960310603941167,-6.776049071398207,-0.1945444889826182,0.05648384611565617,0.09129965111252827,0.0
Ablim3,-0.282355290504721,2.1253497097019998,0.0,-0.03219280804604128,0.17620428095186,-9.001398766673258,-0.16678357833738253,-0.008666898355315245,0.14991973284973442,0.0
Abo,-0.11695426411166462,4.826188097485605,0.0,2.3838459261112357,0.33014909060113606,-6.776049071398207,-0.23331503847680005,0.06464849322666147,0.07261769579563032,0.0
Acadm,-0.07365832421469663,2.4423421713743685,0.0,2.3423421785878427,0.1714509270663586,-4.550699376123155,-0.07096973750904663,-0.06758691562267313,0.06727123513074473,0.0
Acan,-0.12923919681123736,2.616038719730328,0.0,0.10179217300648995,0.33224328880321286,-4.550699376123155,-0.17165496264823416,0.043237067032783336,0.048781356165947004,0.0
Ace,-0.17381753108443795,6.993041547497524,0.0,2.110149399395699,0.1817555764622935,-6.776049071398207,-0.21558663491550417,0.06046512385628229,0.10044931993218478,0.0
Ackr1,-0.23202203217010556,2.3838459261112357,0.0,0.058496238049659165,0.709320394552548,-6.776049071398207,-0.19354119199331282,-0.028688440784982526,0.06756323064755428,0.0
Ackr4,-0.2121625977104793,0.31699246167236933,0.0,2.2516531324921423,0.23383077965678284,-2.3253496808481033,-0.1309908431479993,0.03261508506602683,0.05459344778616697,0.0
Acod1,0.02507503309153365,4.70919560695934,0.0,0.09999998557305181,-0.06698513634321318,-4.550699376123155,0.14335137203886536,-0.02171468596428155,-0.1041853113951869,0.0
Acox2,-0.1512648645288911,6.734545331088287,0.0,2.293156872802062,0.283794319293524,-4.550699376123155,-0.2185172551439957,0.1622141784500525,0.02444948685574662,0.0
Acpp,-0.46585669182905437,9.350584043605142,0.0,2.0931568872290116,0.32531278839054883,-6.776049071398207,-0.30989646285638395,0.3010343092357031,0.04287284654868093,0.0
Actb,1.3407438847634712,11.885244635076699,0.0,0.14329592774335684,0.1438045638041572,-4.550699376123155,-0.4440374177536504,0.013707844266755193,-0.2514821252413477,0.0
Actg1,1.0111003642876113,0.01699250495321323,0.0,-0.43219275755172204,0.05286427509032787,-6.776049071398207,-0.15275151608943158,-0.11774768662096902,-0.14077735565259406,0.0
Actn1,-0.5497031643781857,6.934545302234392,0.0,-2.5575424672537213,0.013740333592159431,-6.776049071398207,-0.30580918280062197,0.41395288134721603,0.04024164759765567,0.0
Acvrl1,-0.027365427239374497,6.6930415907783685,0.0,-2.482053724250849,0.2481457877717393,-2.3253496808481033,-0.14838207114829416,0.012778924507935104,0.06324350727189502,0.0
Adam11,-0.30056556033718135,5.041388386151483,0.0,2.4516531132562114,0.4733597604090526,-9.001398766673258,-0.2499273048939467,0.010582321952254833,0.10475961275346266,0.0
Adam12,-0.13702610154623293,4.899884653055038,0.0,0.39068902445527665,0.410740384073481,-9.001398766673258,-0.17872515949965645,0.03929816881993836,0.044217130946000334,0.0
Adam19,-0.07100993201090125,6.976049049757783,0.0,-2.625349644780732,0.26010512041468276,-9.001398766673258,-0.24397643606273492,0.031790445338708825,0.12009025780214314,0.0
Adam23,-0.29228020177770897,-2.125349709702,0.0,0.07369656278290773,0.3404653975932718,-4.550699376123155,-0.17846723470701137,0.10416774715925328,0.06086004261336377,0.0
Adam8,1.1140042695380994,8.959895033576814,0.0,-2.3990462364175373,-0.316977770836151,-9.001398766673258,-0.3051984843081957,-0.05201812659003254,-0.09592446755198263,0.0
Adamts4,-0.14871135521934614,9.41839122113215,0.0,-0.37369651950206284,0.2924227837946948,-4.550699376123155,-0.16699029498530238,0.023595613234257545,0.07565836096609632,0.0
Adamtsl2,-0.3512865375999283,9.20139873781936,0.0,2.2838459333247103,0.11393836761370328,-6.776049071398207,-0.19652335167280105,0.020465119426189067,0.1473269904946266,0.0
Adcy10,-0.19427930285844267,2.442342180992333,0.0,-2.1838459477516587,0.40226315189489653,-4.550699376123155,-0.21372848391638338,0.06200159206759912,0.07638564321591948,0.0
