,Baso,Ccr7_DC,Eos,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,n
4831440E17Rik,0.42439284733879246,7.037173627430806,12.63211325337848,9.382898169907742,0.5600236104533511,0.832286292192305,0.25094211803551847,0.3296985017329527,0.20792534474460536,10
4930417H01Rik,0.44678794509418923,7.037173627430806,7.037173627430806,14.074347254861614,0.6157525191578814,0.7031752946475416,0.24176488248751593,0.26252767654754694,0.231370604280326,10
4930426D05Rik,0.29738858274925356,7.037173627430806,10.49039906693604,14.074347254861614,0.3320360193761295,0.6212806641172944,0.2796417847171207,0.2961468833354416,0.2109834169946665,10
4930431P03Rik,0.28066717438950883,7.037173627430806,10.49039906693604,14.074347254861614,0.6108071013565252,0.614327573348525,0.3187452061161359,0.2789901418727809,0.2306598134138158,10
4930452B06Rik,0.3953947059275241,7.037173627430806,10.49039906693604,14.074347254861614,0.6485351687622972,0.5621437460142152,0.3621980356848264,0.284156404295308,0.2101470452411075,10
4930458D05Rik,0.30858713375094604,7.037173627430806,10.49039906693604,14.074347254861614,0.44032951999825704,0.724999008727212,0.24738280730170953,0.26039087588688387,0.2041766920016989,10
4930503B20Rik,0.39487697724115606,7.037173627430806,10.49039906693604,14.074347254861614,0.4861276787349878,0.6641603341088753,0.2062648065507376,0.2672288727098981,0.24652747731732808,10
4930517L18Rik,0.4111911639948757,7.037173627430806,7.037173627430806,14.074347254861614,0.5070976732312884,0.802474636677317,0.3294423747733202,0.2338700253057195,0.2806343274338667,10
4930519F16Rik,0.34567197328984983,7.037173627430806,14.074347254861612,14.074347254861614,0.5572435710601493,0.7495492379050398,0.24939173010095667,0.2607929797633179,0.11770652223248089,10
4930526F13Rik,0.22894329653575812,7.037173627430806,7.037173627430806,16.42007179733855,0.48783587655849503,0.6606043284777179,0.27854129124976706,0.26166126671675166,0.23231936534240702,10
4930563E22Rik,0.4633762604187513,7.037173627430806,7.037173627430806,14.074347254861614,0.640758738482973,0.6307768774165837,0.2589494338112145,0.2888428329496427,0.1694785596562776,10
4930565D16Rik,0.256827537561745,7.037173627430806,10.49039906693604,14.074347254861614,0.5963581452376842,0.6384559667384798,0.30139419329502976,0.3064437876225849,0.2741600322339406,10
4930588K23Rik,0.29144671733035254,7.037173627430806,7.037173627430806,14.074347254861614,0.6665822183797836,0.5663029091554245,0.2602263750486689,0.25806850927553565,0.24273903586045162,10
4930589L23Rik,0.47404541341403394,7.037173627430806,10.49039906693604,10.749460275416212,0.7137239809421443,0.6749742214436205,0.2794299240655397,0.3718094871654105,0.20821529564782187,10
4931423N10Rik,0.40475256317678054,7.037173627430806,10.49039906693604,14.074347254861614,0.8609104419778648,0.6641924399547493,0.32787238703515886,0.2427451674223727,0.3089881783244505,10
4933405L10Rik,0.30973270727724656,7.037173627430806,10.49039906693604,14.074347254861614,0.6468424206784537,0.6138966187842676,0.313442242172575,0.2804919870313431,0.29893382544452,10
4933406C10Rik,0.3825039734992413,7.037173627430806,10.49039906693604,14.074347254861614,0.48810040774630936,0.6591668400501475,0.27262384100402726,0.2954750879070955,0.25103128855375856,10
4933406P04Rik,0.28500658949104285,7.037173627430806,10.49039906693604,10.749460275416212,0.503079960893084,0.6551412705408847,0.27500880518167403,0.2583537985561839,0.20982957134909944,10
4933427D06Rik,0.40835165470540513,7.037173627430806,10.49039906693604,10.49039906693604,0.586983342805915,0.7756820428049058,0.30043641914919034,0.34962077791039103,0.19922176401118935,10
4933439K11Rik,0.27550399506901596,7.037173627430806,7.037173627430806,14.074347254861614,0.5464747777387238,0.5779209363444124,0.293754597799759,0.2904760877515508,0.26394180421876506,10
5031425E22Rik,0.2668816599500635,7.037173627430806,7.037173627430806,14.074347254861614,0.6770871593317959,0.6420131101676013,0.3305714560420459,0.2491371135122885,0.23841622308619173,10
5430402O13Rik,0.44088217101054444,7.037173627430806,10.49039906693604,16.42007179733855,0.7294972886818913,0.6012379306456713,0.258191598402345,0.3182727116731985,0.3249012496669522,10
5730405O15Rik,0.2631356702753943,7.037173627430806,10.49039906693604,10.749460275416212,0.6910437269844804,0.6578939181235776,0.2732719539565172,0.331823858229403,0.14453391325029707,10
5830416I19Rik,0.3161724674324532,7.037173627430806,10.49039906693604,10.749460275416212,0.6148502459207712,0.6162955742254812,0.33488114634317095,0.36772093666269173,0.22280982863497886,10
5830418P13Rik,0.41698997928406517,7.037173627430806,12.63211325337848,14.074347254861614,0.5393245994258615,0.6262567140253094,0.3124657894160863,0.2784195865168687,0.23193651253519917,10
6030419C18Rik,0.4745594721339791,7.037173627430806,10.49039906693604,10.749460275416212,0.8307743290074551,0.5716310880565779,0.2635898784091372,0.2585979607719548,0.3071047200753183,10
6030498E09Rik,0.43435865335904994,7.037173627430806,10.49039906693604,14.074347254861614,0.6933428369048231,0.7086039940698576,0.2953894911407316,0.2663071701699022,0.17666379787668057,10
6430531B16Rik,0.47178946648048,7.037173627430806,10.49039906693604,14.074347254861614,0.5530950392014609,0.5700633340318167,0.25073526616508995,0.29633015483219316,0.20266627821771951,10
6430548M08Rik,0.3230668849306772,7.037173627430806,12.63211325337848,14.074347254861614,0.5394805105146223,0.6368490460728888,0.288293248436684,0.31601326242654765,0.22426981457992018,10
8030423F21Rik,0.37557321693543144,7.037173627430806,10.49039906693604,14.074347254861614,0.5861572144569923,0.6123095004185811,0.249648659701947,0.284187424844326,0.2118063497478447,10
8030451A03Rik,0.46240403845507827,7.037173627430806,7.037173627430806,16.42007179733855,0.5480878217357,0.7598063478304187,0.25532770373537306,0.31113675025798615,0.17118740301947055,10
8030474K03Rik,0.24741453696097188,7.037173627430806,12.63211325337848,14.074347254861614,0.47326992781764315,0.7173356496785354,0.31126582137723496,0.2338891191085083,0.18924906270622144,10
9130019P16Rik,0.3110431663655806,7.037173627430806,10.49039906693604,14.074347254861614,0.4679706930781463,0.5889202395156945,0.23464928512740918,0.258701499527937,0.2889461564193214,10
9230116N13Rik,0.2996500554684545,7.037173627430806,7.037173627430806,10.749460275416212,0.4685456074397649,0.5364183096681002,0.2635895397476437,0.33410937090183973,0.22931068673967978,10
9330162012Rik,0.40694899882706553,7.037173627430806,10.49039906693604,10.749460275416212,0.6444879080863202,0.5586345724382642,0.28504098567945035,0.27045251169052675,0.2548127094296898,10
9430024E24Rik,0.49829964900247947,7.037173627430806,12.63211325337848,12.632113253378478,0.5714176200646762,0.5537343302762736,0.33826070044426554,0.2691103503961351,0.32167507272001966,10
9430065F17Rik,0.5237931407459826,7.037173627430806,10.49039906693604,14.074347254861614,0.5791363914617838,0.6150948752353748,0.26913707922790925,0.3006336472732151,0.22725088101198238,10
9430076C15Rik,0.28062105601671095,7.037173627430806,10.49039906693604,14.074347254861614,0.680181470455307,0.6199103640540615,0.265438752571499,0.31391917508075107,0.2624214475027015,10
9530026F06Rik,0.38419638712380405,7.037173627430806,7.037173627430806,14.074347254861614,0.3898896662782543,0.7704058269682562,0.3057905546942095,0.2275690904466224,0.25176354174194115,10
9530051G07Rik,0.3394591208145008,7.037173627430806,7.037173627430806,14.074347254861614,0.7030445793131903,0.7098759157604599,0.256433995184497,0.2960620655228034,0.2747544618092483,10
9530082P21Rik,0.284528723891213,7.037173627430806,9.382898169907742,14.074347254861614,0.7416154725744465,0.7086742849294211,0.29219830158077825,0.24993618013000438,0.2638716750431584,10
9630001P10Rik,0.35556095674591404,7.037173627430806,7.037173627430806,14.074347254861614,0.5709931452041951,0.647108320293549,0.30169940425106495,0.30039487213100696,0.2786220334721611,10
9830107B12Rik,0.4059831829482497,7.037173627430806,7.037173627430806,16.42007179733855,0.36661094966351565,0.7356997739079864,0.31265123743333495,0.3317860476225588,0.2676940286499281,10
9930022D16Rik,0.38055708663729904,7.037173627430806,7.037173627430806,14.074347254861614,0.5880623156704934,0.6314888460114814,0.317217985236136,0.266199721129082,0.21849560374964286,10
9930111J21Rik2,0.45712738705092787,7.037173627430806,10.49039906693604,12.632113253378478,0.597715117077488,0.6252723780667275,0.252899273522264,0.2836945730024144,0.23842653479046097,10
A230056P14Rik,0.3795665079763996,7.037173627430806,12.63211325337848,14.074347254861614,0.6135481316955786,0.6241390033735582,0.23275310908967528,0.3205331367145192,0.20011155186341756,10
A330008L17Rik,0.3814386737950557,7.037173627430806,12.63211325337848,14.074347254861614,0.707357290736968,0.7109497802719048,0.30318465969136243,0.28684879058350826,0.20776629656208437,10
A330009N23Rik,0.37099442733580695,7.037173627430806,10.49039906693604,10.749460275416212,0.7016650980805049,0.625197129175971,0.274299387730187,0.27558772085691197,0.17729207066253844,10
A330074K22Rik,0.39103343052458533,7.037173627430806,10.49039906693604,12.632113253378478,0.6354498377290342,0.7550477321511024,0.2530425199295604,0.24141292222403207,0.281804444115643,10
A3galt2,0.37266517115796177,7.037173627430806,10.49039906693604,10.749460275416212,0.4793855322139099,0.6480600015759564,0.26356027453690933,0.2875713584944616,0.24377121797484555,10
A430078I02Rik,0.3309927056825553,7.037173627430806,10.49039906693604,14.074347254861614,0.5946009752835862,0.6462047369761985,0.2423054339013679,0.23734878727283426,0.2394560207697925,10
A430093F15Rik,0.4991948688400984,7.037173627430806,12.63211325337848,14.074347254861614,0.6224287948294026,0.5246396124537874,0.308465755837945,0.27763974063193086,0.27413673306874176,10
A530013C23Rik,0.3542197272828783,7.037173627430806,12.63211325337848,14.074347254861614,0.5556565623137009,0.6909810496995838,0.3395594319415619,0.24917493996503648,0.22209511075939697,10
A530064D06Rik,0.2875068919231415,7.037173627430806,12.63211325337848,14.074347254861614,0.7269509622742008,0.7388712401511107,0.33827633308695176,0.3008919512713549,0.24988805909815145,10
A530072M11Rik,0.39426201712377,7.037173627430806,10.49039906693604,14.074347254861614,0.6347337076963007,0.5813225983161037,0.312874131723535,0.24177739103170798,0.24881681996696806,10
A530076I17Rik,0.38129535028226486,7.037173627430806,10.49039906693604,14.074347254861614,0.709161781368385,0.7842902879320915,0.30852768897674115,0.27954234481304957,0.23826029090782222,10
A530084C06Rik,0.37498398046805176,7.037173627430806,12.63211325337848,14.074347254861614,0.5671306214710975,0.6718762099465455,0.26529787211763134,0.3070120961232739,0.18582183844672387,10
A630033H20Rik,0.3181104217638869,7.037173627430806,10.49039906693604,14.074347254861614,0.4485865351477288,0.6760019743416287,0.29025128305814674,0.3031648115713856,0.17853797030063948,10
A630035G10Rik,0.29295483451739956,7.037173627430806,10.49039906693604,10.749460275416212,0.5593897062902754,0.588320977878456,0.2722991412124482,0.23716066165071378,0.15825890288528843,10
A630091E08Rik,0.34364973076647515,7.037173627430806,12.63211325337848,14.074347254861614,0.5263647801162443,0.635545309485426,0.3294668440677618,0.3217411817468396,0.2873246958987335,10
A730015C16Rik,0.44485146165465544,7.037173627430806,12.63211325337848,14.074347254861614,0.48550835406539566,0.66783804997548,0.24274493070129968,0.24138305446903496,0.13606970653498165,10
A830005F24Rik,0.2622859190225021,7.037173627430806,10.49039906693604,10.749460275416212,0.4647732111480984,0.7236570813550565,0.3314322235981569,0.3265180637585431,0.22304705443487302,10
A930003A15Rik,0.250592584196919,7.037173627430806,12.63211325337848,12.632113253378478,0.5093158039548251,0.5533153930182222,0.2811989407750246,0.28641735393704487,0.20291589217538625,10
A930007I19Rik,0.4339385013575696,7.037173627430806,10.49039906693604,16.42007179733855,0.43275144498992485,0.719347080099759,0.31481758336771193,0.23832624081162215,0.1952454410948559,10
A930024E05Rik,0.293999671239807,7.037173627430806,14.074347254861612,16.42007179733855,0.35810561976995803,0.7373771690283808,0.2488099572126918,0.2172761086564882,0.20958079762085027,10
A930029G22Rik,0.33933929959540404,7.037173627430806,10.49039906693604,16.42007179733855,0.5178028865669432,0.6162857360560278,0.2610681192435018,0.25000532348024523,0.2216246372425632,10
AA467197,0.38380338882648735,7.037173627430806,10.49039906693604,14.074347254861614,0.5050650439289519,0.7363444308534146,0.2825421071501823,0.32120567973731357,0.2334627460202508,10
AA986860,0.40622874279519267,7.037173627430806,10.49039906693604,14.074347254861614,0.49832805866184005,0.667863796498277,0.33044532144569677,0.24388186637898013,0.2464485901109091,10
AB124611,0.24114795056073648,7.037173627430806,12.63211325337848,14.074347254861614,0.5586804994777348,0.8152695500795035,0.2790068687818396,0.32575289320307527,0.29962734225063525,10
AF067061,0.3008194835097316,7.037173627430806,12.63211325337848,12.632113253378478,0.5831252542424079,0.6216501147624552,0.28807923321297746,0.2894891453414769,0.23902094402043594,10
AI464131,0.3979600609909116,7.037173627430806,10.49039906693604,12.632113253378478,0.7266466898623387,0.6350069433320593,0.23162263396065508,0.2418693309337022,0.21315830238569528,10
AI593442,0.3586689750351273,7.037173627430806,7.037173627430806,14.074347254861614,0.6991211773349463,0.6866758551830486,0.2662282979394391,0.23849257633523685,0.12936981369288514,10
AI607873,0.469972699872947,7.037173627430806,10.49039906693604,14.074347254861614,0.6856908283907515,0.5872944961629083,0.23643392252436776,0.27657126476701577,0.2438924045704657,10
AI847159,0.44215213151580757,7.037173627430806,10.49039906693604,10.749460275416212,0.6631508395192858,0.828302149665837,0.27460106833445924,0.2859981332324905,0.19387612162990045,10
AW011738,0.22702767129096552,7.037173627430806,7.037173627430806,14.074347254861614,0.4968815054163864,0.5449431810701832,0.29212148111594843,0.320934323180396,0.21986300279858445,10
AW112010,0.31057964363838175,7.037173627430806,10.49039906693604,10.749460275416212,0.5432146261261891,0.6513795995905735,0.25979605009360734,0.30666939793873094,0.24581634963571822,10
AY512915,0.310331314841517,7.037173627430806,0.0,10.749460275416212,0.3763043602299157,0.5952294828106484,0.27214816910089856,0.27278094793932267,0.21237946789047468,10
Abca1,0.39724919404354486,7.037173627430806,10.49039906693604,14.074347254861614,0.6639301208613082,0.617543378030059,0.2876610762799134,0.2534989498158511,0.19557857284227273,10
Abca15,0.3695929473346046,7.037173627430806,14.074347254861612,14.074347254861614,0.5809527358701897,0.6369954122811455,0.2889673141847958,0.3643212133264324,0.20916819739320713,10
Abca17,0.3959760027504341,7.037173627430806,10.49039906693604,14.074347254861614,0.5626190606662838,0.5096224785787289,0.29339705298334195,0.2669813427612169,0.26117670316279756,10
Abcg1,0.3754065361185976,7.037173627430806,10.49039906693604,14.074347254861614,0.4635932690120292,0.7396389013060761,0.2614276613093652,0.26299530274028543,0.22511677915678466,10
Abhd6,0.31018314223953747,7.037173627430806,7.037173627430806,14.074347254861614,0.37405964405567343,0.701984499350419,0.32996473728680303,0.2815584727059396,0.23284286539330495,10
Ablim1,0.3712168544124089,7.037173627430806,7.037173627430806,14.074347254861614,0.683709796776668,0.6246073997079007,0.2573565879003776,0.3028956345672464,0.2210856233258461,10
Ablim3,0.3376921284050005,7.037173627430806,7.037173627430806,10.749460275416212,0.4879931070702175,0.5236843466423364,0.270934686722805,0.29113979457303235,0.2243460755211489,10
Abo,0.36629837819513206,7.037173627430806,15.019965672275145,10.749460275416212,0.4776637522028973,0.5319252540639103,0.2980784938295672,0.32111357353645353,0.18277186416767777,10
Acadm,0.42238061454387676,7.037173627430806,12.63211325337848,14.074347254861614,0.5642943863890296,0.6756620094522829,0.2773936625097226,0.2608931900858267,0.23929157763772624,10
Acan,0.2623603869519839,7.037173627430806,12.63211325337848,14.074347254861614,0.7202912675965616,0.5641956150941148,0.2588866679257452,0.3202497086843087,0.23839911548310752,10
Ace,0.36938555774456083,7.037173627430806,10.49039906693604,14.835664635167012,0.5280570102308446,0.5983966700830081,0.3114668952196148,0.3043392356411029,0.25705241126639683,10
Ackr1,0.41300610302324253,7.037173627430806,10.49039906693604,14.287110121347496,0.5194928222753317,0.6054870862954691,0.2674630457661307,0.29551177595621764,0.22598412583855115,10
Ackr4,0.3340400846454616,7.037173627430806,10.49039906693604,14.074347254861614,0.5443222456677017,0.5942518530877288,0.24557528373367193,0.2740159701154451,0.10860928487972124,10
Acod1,0.30893018443391057,7.037173627430806,7.037173627430806,14.074347254861614,0.5080914781658579,0.6239738208159569,0.2846979237797337,0.2970262873097361,0.2674020419217341,10
Acox2,0.29483462954817524,7.037173627430806,7.037173627430806,14.074347254861614,0.6519129000525955,0.6934098924610983,0.2657688833824082,0.24288048815578137,0.2200974646409149,10
Acpp,0.3611069002680237,7.037173627430806,10.49039906693604,14.074347254861614,0.7395269350588835,0.607535960461163,0.28661538699203964,0.23521788765906965,0.21554498506114322,10
Actb,0.302588185170267,7.037173627430806,12.810971234288848,14.074347254861614,0.46196429002160994,0.6382927820908562,0.25675085690461663,0.2693055425324206,0.23003492203105713,10
Actg1,0.344917290734456,7.037173627430806,7.037173627430806,14.074347254861614,0.5227473655317562,0.5654809229716045,0.3045689124674123,0.31191291542021754,0.2580271134019621,10
Actn1,0.27305185183171493,7.037173627430806,7.037173627430806,14.074347254861614,0.40709431652388683,0.7381232636298748,0.27658465062700405,0.23799955624317345,0.2508396741763241,10
Acvrl1,0.3152616462295217,7.037173627430806,12.63211325337848,14.074347254861614,0.48046067744861315,0.6328753470568365,0.22465645111107208,0.23111234817915843,0.2514375922843225,10
Adam11,0.25755035423921263,7.037173627430806,10.49039906693604,14.074347254861614,0.4297648806677644,0.6437183873816803,0.27611063828004406,0.2855815534946698,0.2280478129616594,10
Adam12,0.2726855520276674,7.037173627430806,10.49039906693604,14.074347254861614,0.7238761182027907,0.5628082159181139,0.27426760870003203,0.20825573772186745,0.23420725804394343,10
Adam19,0.2684760702973654,7.037173627430806,10.49039906693604,14.074347254861614,0.46714118646071945,0.691100707293239,0.23366025638780763,0.2508447963963412,0.20223133016025038,10
Adam23,0.4285337555327249,7.037173627430806,10.49039906693604,10.749460275416212,0.5107919410271697,0.6086353532258724,0.23482420499064965,0.28118600366779417,0.19890492153500064,10
Adam8,0.3399398271860846,7.037173627430806,12.63211325337848,14.074347254861614,0.44599036824862376,0.7107478939388884,0.26121598775611543,0.30509289674929124,0.3446641615739559,10
Adamts4,0.39434901494839575,7.037173627430806,10.49039906693604,14.074347254861614,0.4844449896226184,0.5939170322275995,0.28444518750827585,0.35254280997553517,0.3109283498027432,10
Adamtsl2,0.308544361757935,7.037173627430806,10.49039906693604,14.074347254861614,0.5678510911922334,0.684218719068499,0.252390191315006,0.2999250573531491,0.1866297123250823,10
Adcy10,0.3764530963769223,7.037173627430806,10.49039906693604,14.074347254861614,0.6199869350621573,0.6245415104950822,0.28147154249944767,0.29490860042443384,0.20887361709812338,10
Adcy5,0.3092771255721452,7.037173627430806,14.074347254861612,14.074347254861614,0.4805676179852251,0.669699794956315,0.28912087708783635,0.26799982693007574,0.1369370266160593,10
Adcyap1r1,0.3944952009620768,7.037173627430806,10.49039906693604,10.749460275416212,0.6217611688940984,0.6152093296581351,0.24517225185242086,0.2414983845322468,0.17127664213290947,10
Adgrb1,0.2842939354110608,7.037173627430806,12.63211325337848,10.749460275416212,0.6609578809857423,0.6363133835032875,0.3047664271750282,0.25249431511613846,0.23984158655906213,10
