,Baso,Eos,Lymphoid,Mast,Meg,Monocyte,Neutrophil,Undifferentiated,n
2210008F06Rik,0.2741729859301832,15.175954960384402,12.847615468847623,13.134336722946218,0.4254977828460643,0.28304941549881607,0.2916054831443337,0.204534037608185,10
2310007B03Rik,0.2406404849758106,10.966363863015093,10.507992766635244,14.497971723956667,0.5225968400823523,0.25330021687998067,0.24375764408319017,0.20694553043303748,10
2310016D03Rik,0.23028484983084305,20.819805537723305,10.500985417648907,7.437979668729027,0.5948309452388675,0.30594888357398375,0.25482785588775564,0.16603334621596935,10
2310016D23Rik,0.2576076902525136,21.432933358223913,13.03476778564188,13.188469756122233,0.5255106172944672,0.29689282782676396,0.30898655004975784,0.18182969713202524,10
2310031A07Rik,0.1972163444374401,19.8577590113851,10.74421415141138,15.431483307401816,0.5071230545909157,0.32949551876038957,0.22464475863435607,0.10844996194838057,10
2310034C09Rik,0.29615513651903,18.600610940485893,14.429134224608047,7.174804429070073,0.5092427644596111,0.2841828878756519,0.2332783439663666,0.15723017921075996,10
2410006H16Rik,0.337136299543257,17.952842774662816,14.458039580860083,10.770209781034323,0.5332850707806213,0.2481024349024356,0.33021062183977345,0.20278774160257107,10
2410017I17Rik,0.19457126571615668,18.827894272706345,16.60129347466263,10.767820453789689,0.5511385372780176,0.3456652199666529,0.2635986116776637,0.1888366814467517,10
2610028E06Rik,0.2325382216848943,19.297389032809868,12.843673555256542,13.398119225647573,0.4622573979219804,0.32098492131925893,0.26420005961995113,0.20085209670508897,10
2610035D17Rik,0.2324789011226131,18.594636463271364,15.145403444864058,14.930656464776561,0.5060567629798386,0.35377265942321395,0.332054683026803,0.25939958212866815,10
2610037D02Rik,0.17503785600359234,17.615095494862626,14.466822685345377,11.250977090170824,0.4706875149951882,0.2950967942223675,0.25791961089873844,0.12411454824778709,10
2610301B20Rik,0.22077031473967967,17.0248079423059,12.819641419473431,7.567716622124894,0.5117547846508986,0.3354173090351783,0.2735501727451599,0.23521442275980578,10
2610307P16Rik,0.19493587998242654,15.976858207084305,15.17378750001359,10.770807558727261,0.39601566479389994,0.27290183184585787,0.2915330171723353,0.1514884774259697,10
2610528A11Rik,0.2115070166980292,15.888408531482527,14.33215125859585,11.114989498536765,0.4964325796968379,0.3005978978167522,0.3017714368741675,0.22572103610618519,10
2700068H02Rik,0.23748662236344717,15.273938645289082,14.569011329125606,11.109210100411591,0.5117971680036989,0.3360084164276286,0.30859579649380336,0.1831947432180994,10
2810029C07Rik,0.2573459579372023,17.952842774662816,14.569011329125606,7.415082027095273,0.47004946421812005,0.33315221778932574,0.26552446894867726,0.15059534149125933,10
2810403D21Rik,0.30931605607236895,18.667499779582556,14.450352465030544,7.387206731611808,0.47512809367663145,0.3402844840912713,0.2316576567669266,0.20842207376489924,10
2810408A11Rik,0.23515571903473523,15.499308091729814,14.33215125859585,11.12070388064501,0.4881157883725358,0.2925727429726741,0.2846815258249061,0.19924222147187745,10
2900089D17Rik,0.21745077474325997,16.731815317208707,10.755898302014637,11.266955448100976,0.48985882136007397,0.30919127375256317,0.2381241251093761,0.22866522272303988,10
3110079O15Rik,0.21281626033908194,17.95903076031291,10.507992766635244,13.149536321662612,0.537807415337508,0.3391593106411908,0.2653946413227796,0.16530003005088764,10
3830432H09Rik,0.2488820261318453,15.790888859635603,14.290545102531679,11.117768788094475,0.5105339962045212,0.33955944299789836,0.2388761371779108,0.22064883055080753,10
4631405J19Rik,0.3008355637525167,11.49243669563563,15.860187261947567,13.644339971089654,0.5208768780620852,0.2720296756641444,0.2588390582773242,0.21071672907170758,10
4831440E17Rik,0.2592057600159921,15.431247608890763,17.692933422249073,13.231836626568729,0.47990680489584686,0.2978506649127349,0.2465127587186293,0.20148698314292982,10
4930417H01Rik,0.21742559532635178,15.431247608890764,15.724950959337622,11.125325709915897,0.5342556815604538,0.36032653320682534,0.23542816315160736,0.2070191889314489,10
4930426D05Rik,0.17096663990121083,15.124294331365427,12.843673555256542,7.482589282784922,0.47767986742359847,0.25734810777584805,0.30262648494734756,0.18085810873234867,10
4930431P03Rik,0.2639076123244347,15.47571471671543,16.443439334440853,10.879498290128204,0.5180499655137726,0.3713965643891784,0.23891680715205432,0.23594112189816777,10
4930452B06Rik,0.26695748295843585,14.429134224608047,13.026240788021111,11.123949046665919,0.5151622574530937,0.3139345082856881,0.29150360371108647,0.2723991365554494,10
4930458D05Rik,0.22219641606203921,15.824155454813138,17.873620976602535,10.872123400619426,0.5235860857738627,0.32653373442060857,0.3101858082003028,0.23085703707167227,10
4930503B20Rik,0.223041494447609,13.139546479231882,14.285996209229012,11.346902072985179,0.5788699439699302,0.31930070012000394,0.2667264749198752,0.23602768095702994,10
4930517L18Rik,0.23369026415017752,19.641264550373037,12.85815889971037,11.109983496161224,0.5406217889835903,0.2954485339032176,0.37001075850901766,0.2111764455868528,10
4930519F16Rik,0.16179818958118034,17.56967361272112,14.285996209229012,7.07291360934985,0.5435425803440713,0.28245888386223167,0.27824561213697646,0.19925220512552805,10
4930526F13Rik,0.1897989328395582,16.42683718700021,14.225528090196445,13.122508935440036,0.45219002935778935,0.38035202617910385,0.2695245858920156,0.15580912697911853,10
4930563E22Rik,0.24548072917150343,19.987446959128114,14.294885021489769,10.881305588872687,0.4624047310009135,0.3393630278012969,0.26196738327103364,0.24838725756821062,10
4930565D16Rik,0.24869340430913187,15.984638192133081,16.586431075398508,12.92607345378072,0.5083912619287629,0.30646523169643064,0.24838964534088645,0.19515625459220737,10
4930588K23Rik,0.2943311970997958,15.003931818752415,14.315848228649704,10.900640587701446,0.5373633242384691,0.2577368731693774,0.28500391372170275,0.19858418492906535,10
4930589L23Rik,0.2545621533809982,16.74293712899217,14.436832638423766,12.937561303788288,0.5348838868479341,0.24303899990947211,0.2082515806148291,0.19180498442498822,10
4931423N10Rik,0.2559131921790402,16.186391430190543,13.047170813056994,7.449474403386685,0.4750756880491953,0.4119723615492185,0.2876439491808142,0.21570871482946632,10
4933405L10Rik,0.1833031058886269,16.140525384243755,14.436832638423766,10.885345956159343,0.5872208994543928,0.346315216530002,0.20874903973242617,0.14267132067628063,10
4933406C10Rik,0.22488456718858407,15.536573264347199,15.36015152190078,13.289640763150432,0.5215366951032904,0.2889712899252541,0.3017434664192027,0.200260751073984,10
4933406P04Rik,0.20391841992922877,19.873281994284778,10.503881517423594,13.545367930935509,0.4499409230312045,0.2891811568364532,0.25044751006184585,0.17776072940212467,10
4933427D06Rik,0.25624016502058866,19.03917010394254,16.04327729907134,7.4134488502372875,0.5073459956162897,0.2811832786520987,0.26773689983104626,0.17750062119903132,10
4933439K11Rik,0.21563463617317222,12.22438661676654,12.870227120215917,13.271211242806197,0.48960783129433655,0.32919256512413914,0.2799168935398082,0.23186343472124063,10
5031425E22Rik,0.2400650446383039,21.457381433365523,12.794695761836271,11.246330820394087,0.5336402061830307,0.35017357689872447,0.27665945527272867,0.1464365064500008,10
5430402O13Rik,0.2513150072512308,18.80382226787764,14.458039580860083,14.548896668801582,0.4867751070101095,0.327019266427706,0.25508763514708066,0.21367908996167534,10
5730405O15Rik,0.19126291834848058,18.448796208511503,14.398294005769541,7.514055044948874,0.5228133016276316,0.3797187775660503,0.25662529678236085,0.24108710920406295,10
5830416I19Rik,0.17529471251501913,16.57290359808961,13.082326537443969,13.497021340948274,0.47889834111116414,0.32855528354461594,0.2634313993950832,0.15159854630036013,10
5830418P13Rik,0.30207460652719825,18.138720098908273,16.7495721098626,7.39295181517449,0.49441938452305123,0.34610958034443456,0.32821528575296566,0.23352030189731077,10
6030419C18Rik,0.20307483327644446,17.538283483748966,15.1222776712758,7.490601405279877,0.5402744529664566,0.3300813512165769,0.28321178088470644,0.1490395650539016,10
6030498E09Rik,0.21426941359273555,15.198323392537079,15.36015152190078,10.904855455919135,0.4876225613962175,0.3433411961179764,0.2831406602528411,0.1865583984628406,10
6430531B16Rik,0.18088692843203036,12.932237517255821,15.918876505011387,10.743624749721896,0.5053884428735476,0.2675457167271158,0.2607839861361389,0.12217252796062436,10
6430548M08Rik,0.2871786619235352,17.709846179150173,15.762785551741562,11.130605511340054,0.5623910327959701,0.2938638795689331,0.23218547315055335,0.24944906532741473,10
8030423F21Rik,0.19869272018933007,11.943786557141078,15.754957391509345,14.926819551069487,0.4851684488716111,0.3306374857217046,0.29044024734400514,0.21031226613742746,10
8030451A03Rik,0.2873232163853463,12.1685354268858,14.398294005769541,14.713223506828486,0.5328232591890556,0.3252626500225488,0.28842933951216243,0.1779362944626333,10
8030474K03Rik,0.24058172416507811,17.870014862690972,15.665120309530817,10.526347285449303,0.5441924216224268,0.4297821655400383,0.2939285117483601,0.26056886683039765,10
9130019P16Rik,0.3268346552737922,19.07082577402603,12.843673555256542,14.525431256124392,0.46763365292719544,0.3162208523020529,0.25375612980858536,0.20819579146727707,10
9230116N13Rik,0.10555262864673909,18.59463646327136,17.86290516980061,11.115673600970286,0.4303093011041134,0.257725481385735,0.27267259257088683,0.19709332145230068,10
9330162012Rik,0.20277404391675127,18.582338452810497,14.315848228649704,7.075842473352283,0.5367576117629876,0.31599714565086007,0.283684148020619,0.2558940497331256,10
9430024E24Rik,0.24164446933284287,20.78165844738176,15.454997342060498,11.123448282764524,0.5365936544130382,0.29063941047226416,0.24738890104696667,0.17330117765683156,10
9430065F17Rik,0.28176632322137773,15.315047779795322,14.285996209229014,7.667766445098675,0.5135129585955789,0.2924776115206923,0.2571300588402079,0.2522239299212154,10
9430076C15Rik,0.2689121697476895,17.754909465405355,15.897548926521074,11.11811636141401,0.49275093911892626,0.25072905032898113,0.2530416541670333,0.1484604235300407,10
9530026F06Rik,0.23576464379841522,18.842100247998555,14.466822685345377,11.128468137800681,0.5412164217688983,0.31588235439995194,0.2544855291500139,0.14678186036117483,10
9530051G07Rik,0.2916057297940439,20.975840983970976,14.507959885582283,12.866908870325425,0.49719880861530236,0.38868171786604744,0.2543926526353158,0.22668869548285597,10
9530082P21Rik,0.2197546377410666,20.975840983970976,14.32038763941533,12.99020946659905,0.47764454397758677,0.24555722401953403,0.27181264194299104,0.2216303646130464,10
9630001P10Rik,0.19460705178886054,11.138023770260878,18.021203107516055,10.879959097742066,0.554341431940971,0.3499878028580572,0.2708439696469442,0.20851200128369204,10
9830107B12Rik,0.24594661989678618,11.714333531618461,15.860187261947566,13.169376399511439,0.4914946296550795,0.30148878903308113,0.24438566948576818,0.20139662791203902,10
9930022D16Rik,0.2554570525975833,15.545805162693638,15.520292381503706,13.590162313406019,0.4275723237250139,0.34698520377502223,0.26157795050126914,0.20920406822586474,10
9930111J21Rik2,0.22926192380208774,21.457381433365523,17.86654339100532,7.445957419356297,0.494538024002224,0.3208892965679785,0.20869896381568104,0.15769926829418,10
A230056P14Rik,0.18247915807486945,18.120735384543654,12.847615468847623,11.12201880731202,0.5658765476476395,0.3412855007538501,0.26210340122416703,0.2232243376076783,10
A330008L17Rik,0.21161494219419352,15.280113042956557,17.700371923316094,13.135455904909394,0.49204759598615383,0.2929472854439964,0.2272604370790483,0.20101134559787398,10
A330009N23Rik,0.27386868580877566,21.41078589847643,15.009335766775767,11.269611262052203,0.541996021962251,0.3673099948711312,0.3308424983336131,0.1658532877154708,10
A330074K22Rik,0.2515638474739753,18.448796208511503,15.017630093603715,13.312894993118938,0.5411515941870259,0.40648716044074223,0.2924449397320256,0.17654242979921636,10
A3galt2,0.16079581035578522,15.732015281955317,14.429134224608047,7.5814042403809525,0.5247293379113321,0.2981176336075091,0.2701137592531791,0.2232047239547507,10
A430078I02Rik,0.16325991236079526,15.475655376397627,14.487537103916042,11.130822313276212,0.46649848333718397,0.33876584278441524,0.2990172906786875,0.2101015893062259,10
A430093F15Rik,0.2883844361600484,18.461183179027554,13.199759383681998,7.571757275168043,0.5210015024657175,0.3129832119076156,0.2983579517783492,0.2047240487418613,10
A530013C23Rik,0.3048138632210982,12.835019604032311,17.692933422249073,7.528257338859989,0.5374611116492793,0.36483726869683497,0.27472931381382015,0.1965811353634196,10
A530064D06Rik,0.1790418185853939,15.881690309243321,14.398294005769541,7.43797966931824,0.5994629363167724,0.37936788637316865,0.2812077695869911,0.2366130030326947,10
A530072M11Rik,0.16204076535194636,17.754909465405355,15.015005350081038,7.528536447079633,0.4939280157661235,0.25517455361841407,0.27176532405190673,0.19163290753951173,10
A530076I17Rik,0.15982837219171078,15.790888859635603,14.285996209229012,13.400036881018863,0.51133766328107,0.3095215894274534,0.26583443852659916,0.19693388715385424,10
A530084C06Rik,0.32746127010915954,15.658815131744712,12.653695207478393,10.885034395531997,0.5212074017334072,0.3908612168392109,0.28172547225179045,0.23849832020696288,10
A630033H20Rik,0.16771203752391173,18.79141017013041,15.665120309530817,14.72022127307159,0.4281563068514253,0.31515788719993765,0.25865066347513144,0.2025805490129888,10
A630035G10Rik,0.29428607541347135,18.070991679221425,14.285996209229012,11.115454507591418,0.5982751663852109,0.3489412344936523,0.2609363650760894,0.2517871736039128,10
A630091E08Rik,0.19782495228219368,12.835019604032313,12.859903351543974,13.377236484025035,0.5496361330177132,0.28249973437202275,0.28920102809890774,0.25017661142599573,10
A730015C16Rik,0.20730565676599289,16.860667850671682,14.033022135791152,13.148342286269305,0.49257837808231436,0.3241628758222274,0.22774237920065465,0.23536696756232772,10
A830005F24Rik,0.2569375398674033,15.315047779795322,15.012141357181687,11.135837837496776,0.5138890335355566,0.3020894743536287,0.27837833654092514,0.17884703490857176,10
A930003A15Rik,0.2854821037647812,10.74421415141138,14.42000836796487,7.679642342010246,0.5157692530875518,0.3431750235272437,0.28545994287901577,0.21373052180577568,10
A930007I19Rik,0.3598553773436655,22.542156299781656,14.466822685345377,10.902887785467641,0.4548325144884417,0.3544310667945291,0.2701063605783047,0.23323230175872106,10
A930024E05Rik,0.24389487142741037,16.605143798057515,16.603951900361366,13.096975102352044,0.5620513074936458,0.29726373179384963,0.2075742080936336,0.22160655835295587,10
A930029G22Rik,0.2068614663589521,9.262727735011074,14.264533493887791,7.498879173548138,0.4567723700983848,0.32642258964544557,0.19722991797770512,0.16087833589637507,10
AA467197,0.37112119258251425,15.431247608890764,15.007603523043235,13.421727127550549,0.5597253300610695,0.22409458140038824,0.2926751190408446,0.1652183412539974,10
AA986860,0.3251876352495236,18.064842045043946,13.082326537443969,10.89328553210671,0.4910131025830781,0.31980905943877874,0.22812603598892436,0.2183119638088886,10
AB124611,0.27124273324453296,11.66638798753138,19.283060230098986,11.273228801502913,0.422173421666502,0.34359001398095435,0.24164090898127824,0.17468021481642063,10
AF067061,0.2316969768590541,15.145403444864058,12.85815889971037,11.275205304991955,0.4811792445717164,0.29051321464670143,0.24158997726130985,0.1729615728128742,10
AI464131,0.3103456966620446,12.054071681640645,14.398294005769541,7.154355861423405,0.4383908947029976,0.3301591982469465,0.2663248034891868,0.22803838334225524,10
AI593442,0.280877530326541,13.052151464891631,14.436832638423766,11.251165700130796,0.41594982941886993,0.3608957526916595,0.2446887926319826,0.1801078351149552,10
AI607873,0.19743307424359768,16.545474070618937,15.091561710288639,11.255263663556516,0.5596921465030424,0.2741953151504312,0.28710899733740425,0.24304685334572745,10
AI847159,0.26075959364987195,14.287110121347496,16.01532893248387,11.25983929459186,0.4519087572938572,0.35257441014400187,0.27855841366942347,0.22999715782559513,10
AW011738,0.23200651402085132,20.9382311444932,14.528335958830588,13.571464235469984,0.49928210856702493,0.334544030535014,0.23265134819133454,0.23386078796772608,10
AW112010,0.20426843534760245,15.007329666707474,14.846520376721061,10.892342168703662,0.5076497762016611,0.30039643622013984,0.2933713696150686,0.2696594202216248,10
AY512915,0.16692986999325135,18.096187628378427,15.337650220528861,11.260233352992673,0.5128184855769625,0.36394112534691664,0.257768473282932,0.19045570771212894,10
Abca1,0.24759842976947632,21.760478342799654,16.72343845332891,7.41068340197297,0.4317961948791944,0.3352743505917731,0.24809052403451554,0.25859604642749096,10
Abca15,0.2748736898613987,22.743052389055233,15.382265158353226,13.079212207203112,0.5191423121228429,0.28972224441370426,0.20928564402799477,0.17279915458446432,10
Abca17,0.20575454447754013,19.75789503689493,10.508801286833828,7.179441265927485,0.5439988336696994,0.30281214429712244,0.2452054744737715,0.1641701287416737,10
Abcg1,0.2918936349842358,15.175954960384402,15.220672145811317,11.121969226046208,0.5287644146654082,0.2912919578302865,0.3069273015689987,0.21828280578362866,10
Abhd6,0.20447525282440748,18.038986376334755,14.458039580860081,11.127019408171874,0.4705889559229791,0.33234102280196226,0.22551687200551362,0.23950624724780462,10
Ablim1,0.2165066231032131,16.10237925257208,16.760019198792154,14.645548517475717,0.493413399605362,0.30713395973279983,0.303309609413226,0.23361560975275478,10
Ablim3,0.3494359166005394,18.667686070588456,12.875276220855527,11.122418061808908,0.4324938967210766,0.25201567596387875,0.3157827590736615,0.21789085046541656,10
Abo,0.211433396890564,16.10237925257208,16.61307047241582,13.411326475467524,0.5085302075749994,0.31198019335680405,0.28694781537515157,0.2424952259687118,10
Acadm,0.24258228525425843,17.66895299304512,15.183274716533267,11.264606155695262,0.5021066763597782,0.36685694257016616,0.2666665644990302,0.21653343723795324,10
Acan,0.2227536521165184,21.457381433365523,15.337650220528861,13.26706299986942,0.5692413008284072,0.34608567206109514,0.28258180992203585,0.17425421176960898,10
Ace,0.27514671845853106,18.82789427270635,16.41482433277433,11.25571761589004,0.5647669713767165,0.35904790756582877,0.28667899921392886,0.17192200227706497,10
Ackr1,0.360179563447943,18.448796208511506,15.88840853148253,7.415701608695402,0.5280944119549307,0.3203957116533336,0.26016742838773965,0.23783980197896526,10
Ackr4,0.2531731490641504,16.78737442777787,14.398294005769541,7.107278834635288,0.5447021688650341,0.26637294046529447,0.2520492296237029,0.14622206719945932,10
Acod1,0.13137203423910865,19.03917010394254,15.36015152190078,12.594346137768172,0.5047043107341272,0.2182012827685772,0.2455968667070351,0.1663996067924242,10
Acox2,0.24696393444716028,18.444881055198536,13.23532723647955,13.449355579441523,0.4886367521779869,0.34307175929696626,0.24188855007676607,0.16776124684275803,10
Acpp,0.23777505740897123,16.378824226595682,18.65232458814151,14.77025461137001,0.5206828532915363,0.4431755809979201,0.3142242102711255,0.1660901227933597,10
Actb,0.24896935072171686,19.33787260190062,11.326065873085858,13.44557411322644,0.43729523306674695,0.311510558993774,0.33261307770104165,0.25692953343504304,10
Actg1,0.27559590983649357,16.587902239755067,14.225528090196443,7.5301693301081825,0.5304467944012909,0.3361961495630107,0.31837209374678493,0.2277315266815854,10
Actn1,0.25697083611248084,14.217715262547129,14.458039580860083,13.195841371271179,0.451137864031218,0.3352379086006095,0.29200014500592825,0.2613786807314732,10
Acvrl1,0.27695518956133774,13.034767785641879,15.433231951175308,13.332693000115281,0.5082130207574269,0.2869391004419537,0.30914343542791406,0.21132282525415472,10
Adam11,0.24023166823013206,11.242393680182216,16.752207005082195,12.895242284936263,0.5423160755248092,0.27120950898502194,0.31184116996817635,0.19488652141359447,10
Adam12,0.2278158001637117,15.916169960528181,14.42000836796487,10.983132796526066,0.5059602515337084,0.30522657495510375,0.2090146460235303,0.1874711572790828,10
Adam19,0.29277370597465424,18.668447382101384,15.168258677171067,13.087259451990743,0.5092894888938354,0.3061681968344005,0.2833534117843234,0.13111437933940173,10
Adam23,0.28814482115733153,21.21938052168334,12.638610661599053,13.169427451976118,0.5176315122125839,0.3394769660691296,0.23751644453332119,0.12610641407937526,10
Adam8,0.22824089754120885,16.186391430190547,15.175582145528319,9.697360678973967,0.42641522343961985,0.32604021268322125,0.25222930984056924,0.14190023447687475,10
Adamts4,0.19462392298620115,15.566915617487044,14.466822685345377,13.430067715880458,0.5235304116977234,0.3127203536124826,0.24670168531237177,0.2670562150034931,10
Adamtsl2,0.3036436135776568,14.398294005769543,12.676652763814674,7.54472256416483,0.47898613561208986,0.3432409751176882,0.3193160004009589,0.2195240458380394,10
Adcy10,0.2734485580120459,15.008810351152375,14.628059657840062,11.123081463811861,0.5109733286150854,0.30901390254555827,0.26029430784364455,0.16356179054272768,10
Adcy5,0.3073412710285941,18.58562682724895,14.487537103916042,10.769002757945382,0.4985174757874782,0.44371110541593295,0.25796807046467196,0.28402167220719227,10
Adcyap1r1,0.2366416279997392,14.466822685345377,14.450352465030544,11.128161953994605,0.5060389578216389,0.2108004412638203,0.21396744309267,0.20214629719067292,10
Adgrb1,0.21863037152258408,18.363861456690575,12.847615468847623,11.109115664533125,0.5306260483287799,0.3634157860544099,0.2807126964908058,0.14278137357876575,10
Adgrb2,0.2394112315283384,17.87001486269097,16.74147958839537,7.493498461172135,0.49148702278471573,0.40233540112359123,0.28298753727952436,0.2070463196865097,10
Adgre1,0.1755878975131844,15.5886900991966,15.138065376711703,12.841407733685186,0.5786373328621989,0.32824330667755297,0.16053078436839846,0.22837360822904362,10
Adgre4,0.25474477868906753,16.867256520512637,14.323607529663585,7.213911417039509,0.4263736875904388,0.29301566409532775,0.2745541834677989,0.19072858657773567,10
Adgre5,0.20026732918566315,18.74093326869633,16.080362936560764,7.493006409347954,0.6010944084653727,0.38251400823370535,0.2699573322518688,0.15962913752329008,10
Adgrg1,0.2859062201272035,14.26453349388779,15.433231951175308,14.780347887678317,0.4662785172984512,0.4001664931726034,0.3102131906344765,0.17169564675051288,10
Adgrg2,0.26034880747619815,18.448796208511503,16.74147958839537,13.35827223825806,0.549470117612731,0.25479590918621287,0.24827014844292752,0.1910343250012179,10
Adgrg5,0.13281561377489629,18.632948022259253,14.458039580860083,11.120808663504395,0.46164325939968726,0.3288564100688188,0.25467335779587824,0.20867270420631098,10
Adgrl4,0.23576980431114936,19.926999161098337,12.866797287915258,10.906419418167852,0.5079439990396037,0.3407092492438188,0.31997430563048296,0.2408730663942764,10
Adh7,0.21255355716482413,18.73307097597547,15.30779103395755,14.807788060612312,0.5630863235265439,0.3627725118015078,0.24304749012935664,0.21310490533762882,10
Adm,0.22650437632500417,16.825773225769733,15.168258677171067,15.583606503610119,0.54461561719099,0.3346877155214994,0.2395700177604425,0.21404030757116932,10
Adora2b,0.2099636595089937,10.822867569797786,16.545474070618937,9.650607083806463,0.49427047680170566,0.25938278024920103,0.30585040853799855,0.15534008232605045,10
Adpgk,0.23981963218809407,11.87838445656971,17.81458230944952,14.626105750680281,0.6093368059042471,0.2826824724330344,0.20243463734037145,0.24146693422855586,10
Adrb1,0.2081947956555852,15.008810351152375,15.36015152190078,7.791883962650951,0.5246884960981227,0.34649822670272984,0.23024567996565676,0.16786125727780515,10
Agl,0.34529729781340535,19.016071424014658,15.337650220528861,10.520634046742012,0.5351998005891733,0.24514831572144857,0.2691881262599862,0.20213497928407398,10
Agr3,0.2752356394236309,19.64126455037304,12.640906114843297,7.546919554664785,0.45541976268173273,0.3451444719421754,0.26997760875320487,0.20123933953721798,10
Ahnak,0.2382574817452296,18.718192898711322,15.636201123698823,7.232920092889477,0.536203653681631,0.2423154450543631,0.24072561313209828,0.2518830391076817,10
Ahnak2,0.24403637462933925,16.59459920798853,16.731815317208707,7.312040605990395,0.5304362842964219,0.3495206202654179,0.3533549876849289,0.2426982317545005,10
Ahr,0.2429296124245204,14.294885021489767,18.53852678565237,10.762965612341352,0.5257916324192876,0.37684212106420467,0.29274806331326764,0.2017253891949181,10
