,0,1,2,3,4
Sell,0.6752484396394737,0.3510133389937708,0.4286282266526434,0.8209805859609135,0.6400549799199478
Sept5,-0.1845794850411374,-0.4793660242569826,-0.336304536136442,-0.2786784453480941,-0.3450147937791956
Serpina3g,-0.2432062320759415,-0.4036705759457432,-0.3219197207435474,-0.4503178489721769,-0.3039144239950551
Serpinb1a,-0.6376163305222778,-0.8114132293793203,-0.8834734767135372,-1.2231905248976396,-0.8254250928233127
Sipa1l1,-0.1978523937584834,-0.315375811205738,-0.2403561681629475,-0.221224660371628,-0.3859119905639282
Sirpa,0.6231770153888376,0.2279756841066664,0.6198975598683835,0.9540248133696692,0.5646952558187383
Slc18a2,-0.3962086939584008,-0.7801498031949128,-0.7270809346183704,-0.6615153123083666,-0.6754244013407864
Slc22a3,-0.2704713001281296,-0.4012089307015382,-0.7188146237218929,-0.6675033506220689,-0.7727258859036342
Slc3a2,-0.3950765413518611,-0.4460640497308641,-0.2357603000930645,-0.6118472472241658,-0.5875999479934187
Slc40a1,-0.3536587333118467,-0.5289305945507398,-0.230641798366374,-0.2411104266571238,-0.3141502660298566
Slc41a3,-0.2195158062793056,-0.409503250975275,-0.194974820659053,-0.5241029763828816,-0.2718703683425909
Slc6a9,-0.1896621702907071,-0.3293938265565505,-0.1813689056403447,-0.3471975760969844,-0.2445353120810186
Slc7a8,-0.5090123149745099,-0.5596554361643995,-0.7587856433249409,-0.9270236818859664,-0.9295856217528758
Slpi,-0.2395630173661931,-0.5173086743980896,0.1546381304734242,-0.5695924669847988,-0.3667708793445284
Socs3,0.5197617036756568,0.2669677469251379,0.2592786405838144,0.8114359490239147,0.5182962473334798
Spint1,0.5933233343906139,0.2868554199214521,0.3264790778593219,0.7772925124079848,0.528307734807951
Spint2,-0.4938422110742714,-0.4707593350707751,-0.5295676889694131,-0.3927767054852213,-0.6995941392877867
Spns2,-0.2947234670159629,-0.5024628317585719,-0.1269579574779861,-0.3163371952854888,-0.3364255558720375
Srgn,-0.9971098702104004,-1.0088795105942352,-0.652461967815726,-1.2289620744174088,-1.350689269759746
Stfa2,-0.487071996287108,-1.0509857911781078,0.3849659543730394,-0.8296919498776635,-0.6926481105845149
Stfa3,-0.4145739719003259,-0.7727000792575305,0.362220724506976,-0.5713234286336322,-0.6535537003224046
Sun2,-0.4057168778270812,-0.6453874385674367,-0.3178153475278479,-0.4018203058547007,-0.5351614812082187
Syne1,-0.2194509660266151,-0.5128178298758497,-0.3424316682283495,-0.2302900022308414,-0.2639537656073272
Tfrc,-0.3046749518866304,-0.4056460488559989,-0.2295655091749905,-0.535337593106566,-0.2874797119644789
Tgfbi,0.583464409251881,0.34374307280619,0.3753433861662841,0.9789430081983428,0.567776292878364
Tiam1,-0.1657150938649644,-0.3265342713126832,-0.1970462073457355,-0.3238860690084507,-0.3018055579010722
Tln1,-0.2241324048973416,-0.6208243184412867,-0.1791384445389993,-0.523193880786321,-0.497523327838053
Tmed3,-0.5448638097917644,-0.7718281824659564,-0.362835603732772,-0.4322861495654496,-0.4989461517669444
Tmem216,-0.2252928746733207,-0.3834171808908223,-0.5071218684178442,-0.3225223656857698,-0.3094274868829411
Tmem64,-0.2087712917139398,-0.3394473548547306,-0.2182514951687063,-0.4332374370853545,-0.3620325048051697
Tmem9,-0.1521049816079378,-0.4004648755623209,-0.1614957170434585,-0.4102676965133292,-0.3298396954012177
Tmsb4x,-0.3001774293488084,-0.677859907744149,-0.2228541657640143,-0.4185548027598278,-0.4539517124992135
Tnfrsf18,-0.1736618145037952,-0.3280421638776916,-0.2567355447606864,-0.4107479438803577,-0.3490885011973837
Tpd52,0.6336383570050392,0.297271721065799,0.4777027760586666,0.7397377153375834,0.5510656783593927
Trim30a,0.4507314863103074,0.1664142149379622,0.2613018045647727,0.6310840886383027,0.3648871873488369
Ttc39b,-0.2083145423598355,-0.3332033146589088,-0.2591917154645158,-0.2492758002542762,-0.3043294765223651
Ubac2,-0.1840882260819958,-0.3704119416261064,-0.4394321016877028,-0.2996657527484745,-0.4809591049465316
Vcan,0.6800774287657354,0.5139163091992331,0.3757963086792273,0.9819653475078852,0.7534228712672706
Vcl,-0.3548281734749235,-0.6071813898366035,-0.3406968278923658,-0.6603585634401745,-0.5311798827408845
Vim,0.653785542596802,0.2964222992197862,0.3143750547980814,0.9807199473695858,0.58275092188595
